frame,track_id,x1,y1,x2,y2,score,cls,feet_x,feet_y,three_z,three_x
535,25,239.77,222.80,311.37,310.92,0.467,0,275.57,310.92,-3.8098,4.2131
535,19,712.75,104.44,736.44,142.46,0.336,0,724.59,142.46,8.5850,6.0362
535,27,713.48,104.91,735.65,161.59,0.478,0,724.57,161.59,6.2408,6.5349
535,22,710.64,134.14,745.65,235.97,0.776,0,728.15,235.97,1.5135,7.5934
535,2,240.24,223.04,316.47,344.30,0.324,0,278.36,344.30,-4.0575,4.7614
536,1,188.73,207.76,246.34,294.10,0.766,0,217.54,294.10,-4.0627,3.4012
536,14,113.40,143.94,157.16,239.34,0.760,0,135.28,239.34,-4.2108,1.0492
536,17,740.27,136.30,770.54,220.35,0.735,0,755.41,220.35,2.5024,7.8138
536,9,735.01,115.52,750.92,153.29,0.329,0,742.96,153.29,7.5148,6.7214
536,25,239.76,222.98,312.07,310.90,0.410,0,275.91,310.90,-3.8073,4.2156
536,27,713.35,104.86,735.81,162.13,0.645,0,724.58,162.13,6.1856,6.5469
536,22,711.47,134.60,746.69,236.01,0.778,0,729.08,236.01,1.5216,7.6050
536,2,239.51,223.16,316.91,344.07,0.355,0,278.21,344.07,-4.0567,4.7570
537,1,188.73,207.66,246.26,293.84,0.758,0,217.49,293.84,-4.0608,3.3952
537,14,115.37,144.47,159.05,239.12,0.732,0,137.21,239.12,-4.1918,1.0607
537,17,740.78,136.51,770.68,220.22,0.713,0,755.73,220.22,2.5124,7.8171
537,25,239.89,223.10,313.01,311.24,0.446,0,276.45,311.24,-3.8067,4.2259
537,27,713.22,104.87,736.02,162.93,0.676,0,724.62,162.93,6.1050,6.5650
537,22,712.22,135.12,747.72,236.06,0.775,0,729.97,236.06,1.5290,7.6162
537,2,238.82,222.94,317.60,345.17,0.361,0,278.21,345.17,-4.0645,4.7724
538,1,188.55,207.65,245.98,293.72,0.721,0,217.27,293.72,-4.0614,3.3907
538,14,118.96,144.83,162.27,239.13,0.728,0,140.61,239.13,-4.1620,1.0962
538,17,740.52,136.58,770.93,222.41,0.619,0,755.73,222.41,2.4060,7.8338
538,25,240.10,223.20,314.88,313.13,0.497,0,277.49,313.13,-3.8164,4.2673
538,27,713.21,104.88,736.14,163.16,0.657,0,724.68,163.16,6.0831,6.5710
538,22,713.06,135.56,748.73,235.64,0.750,0,730.89,235.64,1.5552,7.6241
539,1,188.61,207.52,245.87,293.29,0.713,0,217.24,293.29,-4.0580,3.3810
539,14,121.96,144.34,164.91,238.14,0.771,0,143.43,238.14,-4.1271,1.0875
539,17,741.50,136.07,771.99,223.76,0.636,0,756.74,223.76,2.3531,7.8572
539,25,239.68,223.21,316.53,315.74,0.573,0,278.10,315.74,-3.8351,4.3172
539,27,712.99,104.93,736.45,164.48,0.693,0,724.72,164.48,5.9517,6.6000
539,22,713.87,135.78,749.99,235.92,0.792,0,731.93,235.92,1.5550,7.6389
539,9,733.87,116.09,749.89,152.64,0.421,0,741.88,152.64,7.5740,6.6842
540,1,188.34,207.30,245.02,292.34,0.714,0,216.68,292.34,-4.0539,3.3553
540,14,124.05,144.04,166.99,237.41,0.699,0,145.52,237.41,-4.1011,1.0813
540,17,742.78,135.98,772.22,222.23,0.623,0,757.50,222.23,2.4347,7.8557
540,25,240.13,223.57,317.05,316.24,0.500,0,278.59,316.24,-3.8362,4.3294
540,27,712.82,104.90,736.64,165.33,0.703,0,724.73,165.33,5.8694,6.6176
540,22,714.94,136.38,751.43,236.04,0.756,0,733.18,236.04,1.5629,7.6551
540,9,733.84,116.28,750.11,152.10,0.374,0,741.97,152.10,7.6432,6.6739
541,1,188.35,207.22,244.78,291.97,0.701,0,216.56,291.97,-4.0515,3.3461
541,14,125.14,143.74,168.31,236.56,0.710,0,146.73,236.56,-4.0815,1.0615
541,17,744.03,136.07,772.30,220.49,0.496,0,758.17,220.49,2.5271,7.8514
541,25,240.13,223.63,317.52,317.32,0.483,0,278.82,317.32,-3.8439,4.3496
541,27,712.72,104.98,736.76,165.92,0.762,0,724.74,165.92,5.8124,6.6301
541,22,716.11,136.33,753.14,235.94,0.756,0,734.63,235.94,1.5821,7.6718
541,9,733.78,116.44,750.42,151.90,0.429,0,742.10,151.90,7.6703,6.6722
542,1,188.29,207.12,244.56,291.71,0.672,0,216.43,291.71,-4.0503,3.3392
542,14,126.86,146.14,169.62,236.86,0.749,0,148.24,236.86,-4.0711,1.0885
542,17,745.53,135.53,772.77,218.79,0.350,0,759.15,218.79,2.6228,7.8517
542,27,712.73,105.00,736.93,166.31,0.769,0,724.83,166.31,5.7759,6.6398
542,22,717.21,136.37,754.71,235.90,0.768,0,735.96,235.90,1.5973,7.6877
542,9,733.73,116.58,750.97,152.52,0.510,0,742.35,152.52,7.5985,6.6913
542,2,239.03,222.91,318.28,347.59,0.478,0,278.66,347.59,-4.0789,4.8094
543,1,188.37,207.12,244.54,291.63,0.685,0,216.45,291.63,-4.0495,3.3378
543,14,127.79,147.33,170.81,237.09,0.769,0,149.30,237.09,-4.0642,1.1084
543,17,749.85,135.64,771.93,204.47,0.552,0,760.89,204.47,3.4272,7.7582
543,27,712.75,104.99,737.09,166.66,0.773,0,724.92,166.66,5.7443,6.6485
543,22,718.70,136.55,756.56,236.08,0.762,0,737.63,236.08,1.6077,7.7094
543,9,734.19,116.74,751.92,153.21,0.459,0,743.05,153.21,7.5267,6.7215
543,25,239.76,222.96,318.11,318.77,0.556,0,278.93,318.77,-3.8555,4.3747
544,1,188.49,207.16,244.59,291.51,0.709,0,216.54,291.51,-4.0478,3.3358
544,14,129.76,147.78,172.54,236.52,0.749,0,151.15,236.52,-4.0417,1.1060
544,17,751.84,136.01,771.59,199.18,0.423,0,761.71,199.18,3.7632,7.7221
544,27,712.79,104.97,737.18,166.78,0.783,0,724.99,166.78,5.7340,6.6521
544,22,720.68,135.99,758.86,236.31,0.725,0,739.77,236.31,1.6206,7.7372
544,9,735.17,116.84,752.89,153.27,0.449,0,744.03,153.27,7.5376,6.7433
544,25,240.77,223.42,317.53,318.18,0.515,0,279.15,318.18,-3.8491,4.3666
545,1,188.56,207.16,244.66,291.35,0.714,0,216.61,291.35,-4.0459,3.3328
545,14,132.09,149.55,173.71,235.04,0.722,0,152.90,235.04,-4.0099,1.0671
545,27,712.88,105.03,737.21,166.62,0.780,0,725.05,166.62,5.7503,6.6500
545,22,722.20,135.10,760.66,236.28,0.711,0,741.43,236.28,1.6388,7.7571
545,9,735.22,116.88,753.20,153.89,0.369,0,744.21,153.89,7.4664,6.7604
545,25,240.65,222.79,318.72,320.61,0.488,0,279.69,320.61,-3.8661,4.4112
546,1,188.28,207.33,244.32,291.47,0.650,0,216.30,291.47,-4.0492,3.3328
546,14,135.50,158.87,173.05,234.15,0.700,0,154.27,234.15,-3.9878,1.0471
546,27,712.93,105.12,737.22,166.54,0.780,0,725.07,166.54,5.7586,6.6489
546,22,724.59,135.81,762.93,236.33,0.686,0,743.76,236.33,1.6607,7.7859
546,9,735.82,117.01,753.66,153.54,0.393,0,744.74,153.54,7.5189,6.7639
546,25,241.80,222.83,318.47,320.02,0.570,0,280.13,320.02,-3.8583,4.4049
547,1,187.76,207.32,244.18,292.16,0.625,0,215.97,292.16,-4.0573,3.3452
547,14,137.59,160.01,175.97,235.66,0.749,0,156.78,235.66,-3.9820,1.1321
547,27,712.96,105.26,737.19,166.43,0.792,0,725.08,166.43,5.7689,6.6468
547,22,726.35,136.40,764.65,236.59,0.726,0,745.50,236.59,1.6683,7.8090
547,9,736.93,117.00,754.55,152.73,0.406,0,745.74,152.73,7.6378,6.7673
547,25,242.68,221.83,319.02,320.01,0.587,0,280.85,320.01,-3.8536,4.4104
548,1,187.36,207.31,244.04,292.67,0.682,0,215.70,292.67,-4.0636,3.3544
548,14,138.82,157.63,178.99,236.05,0.805,0,158.91,236.05,-3.9673,1.1694
548,27,712.82,105.34,737.13,166.59,0.796,0,724.98,166.59,5.7518,6.6482
548,22,727.21,136.43,765.55,236.62,0.763,0,746.38,236.62,1.6763,7.8199
548,9,737.80,117.30,755.20,152.40,0.422,0,746.50,152.40,7.6936,6.7762
548,25,243.61,221.34,319.55,320.50,0.657,0,281.58,320.50,-3.8529,4.4242
549,1,186.89,207.17,243.53,292.64,0.672,0,215.21,292.64,-4.0668,3.3494
549,14,140.98,160.31,180.50,236.09,0.736,0,160.74,236.09,-3.9513,1.1901
549,27,712.68,105.36,737.06,166.67,0.783,0,724.87,166.67,5.7422,6.6478
549,22,728.01,136.31,766.28,236.41,0.794,0,747.14,236.41,1.6928,7.8276
549,9,738.06,117.49,755.46,152.40,0.436,0,746.76,152.40,7.6994,6.7815
549,25,244.71,220.78,320.09,320.67,0.711,0,282.40,320.67,-3.8491,4.4334
550,1,186.87,207.13,243.66,292.91,0.733,0,215.26,292.91,-4.0688,3.3558
550,14,144.13,166.30,181.14,234.91,0.745,0,162.64,234.91,-3.9209,1.1650
550,27,712.47,105.19,737.10,167.08,0.810,0,724.78,167.08,5.7018,6.6545
550,22,729.36,136.09,767.57,236.32,0.816,0,748.47,236.32,1.7103,7.8431
550,9,738.63,117.56,755.87,151.77,0.478,0,747.25,151.77,7.7887,6.7781
550,25,245.93,220.03,320.01,319.63,0.663,0,282.97,319.63,-3.8366,4.4209
551,1,186.82,206.91,243.46,292.50,0.646,0,215.14,292.50,-4.0662,3.3457
551,14,145.84,167.54,182.97,234.65,0.768,0,164.41,234.65,-3.9019,1.1735
551,27,712.23,105.02,737.04,167.25,0.819,0,724.63,167.25,5.6841,6.6549
551,22,730.07,136.08,768.13,236.32,0.818,0,749.10,236.32,1.7167,7.8509
551,9,738.58,117.72,756.37,152.31,0.476,0,747.48,152.31,7.7241,6.7948
551,25,247.64,220.34,318.87,317.40,0.667,0,283.25,317.40,-3.8156,4.3861
552,1,187.22,207.16,243.66,292.27,0.749,0,215.44,292.27,-4.0621,3.3433
552,14,146.84,168.92,184.34,235.05,0.780,0,165.59,235.05,-3.8959,1.2016
552,27,711.94,104.93,736.83,167.25,0.824,0,724.39,167.25,5.6798,6.6504
552,22,730.84,136.09,768.70,236.37,0.813,0,749.77,236.37,1.7217,7.8594
552,9,739.90,117.93,758.13,152.12,0.463,0,749.01,152.12,7.7786,6.8231
552,25,248.26,219.89,318.85,317.47,0.638,0,283.56,317.47,-3.8142,4.3896
553,1,186.93,207.05,243.62,292.55,0.657,0,215.28,292.55,-4.0656,3.3480
553,14,148.05,169.88,185.82,235.01,0.789,0,166.93,235.01,-3.8833,1.2140
553,27,711.72,104.86,736.66,167.21,0.827,0,724.19,167.21,5.6802,6.6460
553,22,731.37,136.14,768.99,236.46,0.800,0,750.18,236.46,1.7221,7.8650
553,9,740.87,118.19,759.42,151.87,0.474,0,750.14,151.87,7.8320,6.8418
553,25,248.95,219.74,319.07,318.06,0.648,0,284.01,318.06,-3.8164,4.4032
554,1,186.73,207.21,243.58,292.95,0.667,0,215.16,292.95,-4.0699,3.3559
554,14,148.52,169.32,187.44,235.21,0.813,0,167.98,235.21,-3.8763,1.2330
554,27,711.63,104.83,736.66,167.27,0.827,0,724.14,167.27,5.6738,6.6463
554,22,731.81,135.96,769.18,236.47,0.787,0,750.49,236.47,1.7250,7.8689
554,9,742.33,118.41,760.71,151.19,0.455,0,751.52,151.19,7.9472,6.8565
554,25,249.97,219.65,318.80,317.23,0.641,0,284.39,317.23,-3.8067,4.3922
555,1,187.28,207.38,244.22,292.93,0.724,0,215.75,292.93,-4.0655,3.3604
555,14,149.16,168.61,189.54,235.75,0.790,0,169.35,235.75,-3.8701,1.2676
555,27,711.69,104.80,736.72,167.28,0.827,0,724.20,167.28,5.6740,6.6476
555,22,731.98,136.01,768.96,236.45,0.794,0,750.47,236.45,1.7257,7.8684
555,9,742.98,118.63,761.43,151.04,0.531,0,752.20,151.04,7.9803,6.8678
555,25,250.73,219.43,318.67,316.79,0.679,0,284.70,316.79,-3.8009,4.3875
556,1,187.04,207.59,244.09,293.06,0.769,0,215.57,293.06,-4.0679,3.3617
556,14,150.22,167.87,191.99,235.94,0.778,0,171.10,235.94,-3.8566,1.2934
556,27,711.94,104.78,736.87,167.25,0.814,0,724.41,167.25,5.6797,6.6509
556,22,732.01,135.97,768.67,236.36,0.788,0,750.34,236.36,1.7280,7.8662
556,9,743.25,118.75,761.86,150.94,0.566,0,752.55,150.94,8.0002,6.8732
556,25,251.47,219.26,318.23,315.82,0.710,0,284.85,315.82,-3.7914,4.3724
557,1,186.79,207.66,243.79,292.84,0.788,0,215.29,292.84,-4.0680,3.3544
557,14,150.76,167.83,193.32,235.90,0.791,0,172.04,235.90,-3.8478,1.3020
557,27,712.44,104.71,737.23,167.32,0.804,0,724.83,167.32,5.6807,6.6601
557,22,731.95,135.96,768.37,236.35,0.810,0,750.16,236.35,1.7266,7.8640
557,9,743.57,118.83,762.34,150.84,0.489,0,752.95,150.84,8.0204,6.8798
557,25,252.23,219.12,317.82,314.77,0.719,0,285.02,314.77,-3.7810,4.3560
558,1,186.75,207.88,243.54,292.46,0.789,0,215.14,292.46,-4.0658,3.3449
558,14,150.85,168.40,193.81,236.10,0.738,0,172.33,236.10,-3.8475,1.3125
558,27,712.80,104.68,737.40,167.34,0.793,0,725.10,167.34,5.6831,6.6654
558,22,731.91,135.59,768.21,236.22,0.813,0,750.06,236.22,1.7308,7.8619
558,9,743.69,118.86,762.83,151.07,0.410,0,753.26,151.07,7.9968,6.8912
558,25,252.73,218.86,317.80,314.62,0.738,0,285.26,314.62,-3.7781,4.3554
559,1,186.51,207.96,243.55,292.73,0.793,0,215.03,292.73,-4.0689,3.3498
559,14,150.48,166.57,194.77,235.73,0.709,0,172.63,235.73,-3.8405,1.3017
559,27,713.22,104.38,737.67,167.36,0.769,0,725.45,167.36,5.6874,6.6722
559,22,731.77,135.11,767.97,236.11,0.807,0,749.87,236.11,1.7334,7.8587
559,25,253.03,218.65,317.63,314.54,0.735,0,285.33,314.54,-3.7769,4.3545
560,1,186.38,208.08,243.62,292.95,0.787,0,215.00,292.95,-4.0710,3.3545
560,14,148.26,157.78,197.82,235.58,0.768,0,173.04,235.58,-3.8349,1.3001
560,27,713.55,104.30,737.73,167.26,0.759,0,725.64,167.26,5.6998,6.6738
560,22,731.92,135.00,767.83,236.00,0.805,0,749.88,236.00,1.7381,7.8581
560,25,253.41,218.44,317.55,314.44,0.711,0,285.48,314.44,-3.7750,4.3539
561,1,186.35,208.39,243.89,293.51,0.792,0,215.12,293.51,-4.0748,3.3677
561,14,147.46,153.59,199.39,235.65,0.787,0,173.42,235.65,-3.8323,1.3069
561,27,713.91,104.28,737.80,167.32,0.755,0,725.86,167.32,5.6975,6.6791
561,22,731.64,134.20,767.57,235.96,0.798,0,749.60,235.96,1.7368,7.8545
561,25,253.71,218.35,317.39,314.39,0.721,0,285.55,314.39,-3.7741,4.3537
562,1,186.11,208.43,243.87,293.79,0.796,0,214.99,293.79,-4.0780,3.3727
562,14,147.08,151.61,199.97,235.77,0.789,0,173.53,235.77,-3.8328,1.3125
562,27,714.09,104.11,737.77,167.55,0.747,0,725.93,167.55,5.6775,6.6849
562,22,731.53,134.06,767.21,235.58,0.793,0,749.37,235.58,1.7499,7.8490
562,25,253.99,218.32,317.20,314.33,0.749,0,285.60,314.33,-3.7733,4.3531
563,1,185.81,208.42,243.69,293.92,0.794,0,214.75,293.92,-4.0808,3.3735
563,14,146.95,150.37,200.17,235.62,0.796,0,173.56,235.62,-3.8308,1.3071
563,27,714.00,103.93,737.43,167.63,0.752,0,725.72,167.63,5.6658,6.6827
563,22,731.49,134.36,766.78,235.25,0.817,0,749.14,235.25,1.7615,7.8438
563,25,254.16,218.22,317.05,314.35,0.727,0,285.60,314.35,-3.7734,4.3534
564,1,185.50,208.38,243.65,294.18,0.769,0,214.57,294.18,-4.0843,3.3778
564,14,147.07,149.84,200.11,235.38,0.815,0,173.59,235.38,-3.8277,1.2986
564,27,714.10,103.81,737.28,167.64,0.743,0,725.69,167.64,5.6645,6.6823
564,22,731.31,134.44,766.32,234.91,0.793,0,748.81,234.91,1.7721,7.8375
564,25,254.23,218.07,316.95,314.47,0.696,0,285.59,314.47,-3.7746,4.3554
565,1,185.35,208.31,243.81,294.53,0.776,0,214.58,294.53,-4.0872,3.3855
565,14,147.20,149.50,200.03,235.24,0.809,0,173.62,235.24,-3.8258,1.2937
565,27,714.28,103.75,737.22,167.65,0.740,0,725.75,167.65,5.6648,6.6837
565,22,731.09,134.62,765.92,234.68,0.787,0,748.50,234.68,1.7782,7.8320
565,25,254.32,218.00,316.97,314.78,0.650,0,285.64,314.78,-3.7770,4.3611
565,2,245.02,218.86,324.75,355.33,0.344,0,284.89,355.33,-4.0959,4.9576
566,1,185.13,208.13,243.92,294.78,0.761,0,214.52,294.78,-4.0897,3.3904
566,14,147.32,149.23,200.12,235.46,0.799,0,173.72,235.46,-3.8275,1.3031
566,27,715.44,103.84,738.49,167.90,0.695,0,726.96,167.90,5.6617,6.7109
566,22,730.75,134.62,765.31,234.02,0.799,0,748.03,234.02,1.8009,7.8215
566,25,254.47,217.81,317.10,315.03,0.662,0,285.79,315.03,-3.7782,4.3664
566,2,247.16,218.60,323.06,355.34,0.329,0,285.11,355.34,-4.0947,4.9592
567,1,184.99,207.94,243.90,294.73,0.739,0,214.44,294.73,-4.0898,3.3887
567,14,147.27,149.14,200.18,236.16,0.789,0,173.73,236.16,-3.8357,1.3293
567,27,715.48,103.89,738.58,167.99,0.703,0,727.03,167.99,5.6544,6.7139
567,22,730.10,134.37,764.39,233.17,0.803,0,747.25,233.17,1.8286,7.8057
567,25,254.63,217.68,317.28,315.41,0.632,0,285.95,315.41,-3.7806,4.3743
567,2,248.63,218.49,321.61,354.15,0.343,0,285.12,354.15,-4.0865,4.9439
568,1,184.82,207.82,243.67,294.38,0.762,0,214.24,294.38,-4.0883,3.3793
568,14,147.33,149.12,200.31,236.87,0.793,0,173.82,236.87,-3.8431,1.3567
568,27,716.18,104.01,739.51,168.00,0.697,0,727.85,168.00,5.6667,6.7292
568,22,729.60,134.24,763.77,232.67,0.764,0,746.68,232.67,1.8436,7.7950
568,25,254.93,217.63,317.17,315.10,0.637,0,286.05,315.10,-3.7772,4.3698
568,2,249.48,218.43,320.91,354.55,0.340,0,285.19,354.55,-4.0888,4.9495
569,1,184.68,207.71,243.31,293.84,0.737,0,214.00,293.84,-4.0855,3.3654
569,14,147.25,149.13,200.40,237.88,0.771,0,173.83,237.88,-3.8549,1.3944
569,27,716.69,104.13,740.34,168.11,0.712,0,728.51,168.11,5.6682,6.7435
569,22,729.51,134.04,763.35,231.39,0.791,0,746.43,231.39,1.8956,7.7824
569,25,254.76,217.50,317.00,315.29,0.611,0,285.88,315.29,-3.7799,4.3717
569,2,249.73,218.34,320.17,354.98,0.365,0,284.95,354.98,-4.0931,4.9534
570,1,184.77,207.69,243.51,293.77,0.771,0,214.14,293.77,-4.0839,3.3651
570,14,147.15,149.18,200.73,239.53,0.758,0,173.94,239.53,-3.8728,1.4557
570,27,716.60,104.20,740.45,168.14,0.712,0,728.52,168.14,5.6654,6.7442
570,22,729.31,133.95,763.15,231.19,0.742,0,746.23,231.19,1.9020,7.7784
570,25,254.90,217.48,316.83,315.03,0.642,0,285.86,315.03,-3.7778,4.3671
570,2,250.41,218.29,319.64,354.44,0.322,0,285.03,354.44,-4.0890,4.9469
571,1,185.01,207.74,243.51,293.11,0.757,0,214.26,293.11,-4.0776,3.3517
571,14,146.24,149.11,201.86,244.31,0.751,0,174.05,244.31,-3.9252,1.6265
571,27,716.22,104.25,740.12,168.06,0.727,0,728.17,168.06,5.6663,6.7363
571,22,729.25,133.86,763.17,231.27,0.737,0,746.21,231.27,1.8985,7.7787
571,25,255.07,217.51,316.72,314.83,0.667,0,285.90,314.83,-3.7758,4.3640
572,1,185.40,207.55,244.51,293.54,0.744,0,214.95,293.54,-4.0762,3.3670
572,14,145.66,149.05,202.97,248.76,0.751,0,174.32,248.76,-3.9705,1.7802
572,27,716.35,104.29,740.42,168.00,0.728,0,728.38,168.00,5.6757,6.7391
572,22,729.30,133.65,763.16,230.95,0.740,0,746.23,230.95,1.9127,7.7766
572,25,255.10,217.41,316.67,314.82,0.637,0,285.88,314.82,-3.7757,4.3637
573,1,185.41,207.32,244.97,293.50,0.675,0,215.19,293.50,-4.0743,3.3682
573,14,146.39,149.01,202.47,247.66,0.745,0,174.43,247.66,-3.9580,1.7447
573,27,716.50,104.30,740.78,167.97,0.734,0,728.64,167.97,5.6828,6.7433
573,22,729.36,133.94,763.02,230.72,0.753,0,746.19,230.72,1.9221,7.7743
573,25,255.39,217.42,316.83,314.91,0.638,0,286.11,314.91,-3.7751,4.3672
574,1,185.20,207.07,244.87,293.03,0.734,0,215.03,293.03,-4.0714,3.3565
574,14,146.56,149.02,201.67,247.19,0.740,0,174.11,247.19,-3.9557,1.7256
574,27,717.01,104.31,741.66,167.96,0.750,0,729.34,167.96,5.6954,6.7559
574,22,729.45,134.06,762.88,230.17,0.752,0,746.16,230.17,1.9458,7.7698
574,25,255.61,217.46,316.90,315.03,0.646,0,286.26,315.03,-3.7751,4.3702
575,1,183.72,206.57,244.40,294.01,0.669,0,214.06,294.01,-4.0864,3.3696
575,14,147.75,148.95,200.60,243.78,0.754,0,174.17,243.78,-3.9183,1.6091
575,27,717.20,104.37,742.15,167.99,0.757,0,729.67,167.99,5.6985,6.7626
575,22,728.18,124.94,764.22,229.76,0.729,0,746.20,229.76,1.9639,7.7672
575,25,255.70,217.39,317.09,315.50,0.631,0,286.39,315.50,-3.7784,4.3793
575,31,760.36,140.42,775.50,187.29,0.317,0,767.93,187.29,4.6713,7.7025
576,1,183.55,206.34,244.79,294.65,0.659,0,214.17,294.65,-4.0910,3.3845
576,14,148.75,148.93,199.85,241.26,0.757,0,174.30,241.26,-3.8892,1.5218
576,27,716.67,104.40,741.79,168.25,0.748,0,729.23,168.25,5.6665,6.7595
576,22,727.63,120.23,764.72,229.41,0.722,0,746.18,229.41,1.9793,7.7642
576,25,255.73,217.34,317.20,315.97,0.631,0,286.46,315.97,-3.7821,4.3878
576,31,761.00,140.48,775.23,184.49,0.307,0,768.12,184.49,4.8887,7.6761
577,1,184.16,205.92,245.36,293.91,0.733,0,214.76,293.91,-4.0807,3.3734
577,14,149.51,148.91,198.88,238.63,0.747,0,174.19,238.63,-3.8602,1.4254
577,27,716.25,104.42,741.52,168.42,0.744,0,728.88,168.42,5.6446,6.7564
577,22,728.90,128.46,763.26,229.23,0.752,0,746.08,229.23,1.9859,7.7617
577,25,256.03,217.13,317.31,315.90,0.656,0,286.67,315.90,-3.7801,4.3882
578,1,184.13,205.42,245.70,293.66,0.771,0,214.92,293.66,-4.0775,3.3693
578,14,149.96,148.84,198.62,237.68,0.730,0,174.29,237.68,-3.8483,1.3916
578,27,715.74,104.39,741.03,168.54,0.719,0,728.39,168.54,5.6257,6.7495
578,22,729.40,132.00,762.61,229.11,0.741,0,746.00,229.11,1.9902,7.7598
578,25,256.00,216.98,317.17,315.90,0.660,0,286.58,315.90,-3.7807,4.3875
579,1,183.87,204.98,245.52,293.11,0.794,0,214.70,293.11,-4.0745,3.3554
579,14,150.70,149.03,198.74,236.85,0.760,0,174.72,236.85,-3.8349,1.3656
579,27,714.62,104.11,739.70,168.56,0.742,0,727.16,168.56,5.6030,6.7274
579,22,729.62,133.30,762.44,229.03,0.752,0,746.03,229.03,1.9942,7.7595
579,25,256.10,216.92,317.07,315.81,0.678,0,286.59,315.81,-3.7799,4.3861
580,1,183.71,204.51,245.77,293.19,0.811,0,214.74,293.19,-4.0747,3.3575
580,14,150.91,149.04,198.80,236.82,0.769,0,174.86,236.82,-3.8333,1.3657
580,27,714.00,103.89,738.68,168.22,0.740,0,726.34,168.22,5.6212,6.7057
580,22,729.72,134.23,762.27,228.94,0.770,0,746.00,228.94,1.9977,7.7584
580,25,256.24,216.91,316.99,315.73,0.682,0,286.62,315.73,-3.7790,4.3850
580,33,735.95,117.06,754.55,148.24,0.574,0,745.25,148.24,8.2097,6.6547
581,1,183.65,203.79,246.01,292.82,0.780,0,214.83,292.82,-4.0711,3.3502
581,14,150.66,149.15,199.38,239.12,0.769,0,175.02,239.12,-3.8586,1.4521
581,27,713.68,103.91,738.15,168.34,0.727,0,725.91,168.34,5.6031,6.7002
581,22,729.76,134.42,762.27,228.92,0.784,0,746.02,228.92,1.9990,7.7584
581,25,256.13,216.71,317.07,316.09,0.705,0,286.60,316.09,-3.7822,4.3908
581,33,735.15,116.72,754.52,149.30,0.582,0,744.84,149.30,8.0602,6.6706
582,1,184.05,203.24,246.62,292.37,0.716,0,215.33,292.37,-4.0638,3.3446
582,14,150.55,149.25,199.74,240.85,0.757,0,175.14,240.85,-3.8773,1.5159
582,27,713.65,103.98,737.82,168.28,0.729,0,725.74,168.28,5.6061,6.6958
582,22,729.63,134.10,762.27,228.93,0.745,0,745.95,228.93,1.9977,7.7577
582,25,256.16,216.62,317.07,316.19,0.708,0,286.62,316.19,-3.7830,4.3927
582,33,734.20,116.38,754.31,150.40,0.479,0,744.26,150.40,7.9044,6.6837
583,1,184.49,202.84,247.09,291.59,0.714,0,215.79,291.59,-4.0538,3.3310
583,14,150.77,149.31,199.37,240.44,0.768,0,175.07,240.44,-3.8732,1.5004
583,27,713.76,104.10,737.71,168.42,0.716,0,725.73,168.42,5.5930,6.6984
583,22,729.78,134.59,762.27,228.93,0.756,0,746.03,228.93,1.9987,7.7586
583,25,256.20,216.38,317.13,316.25,0.704,0,286.67,316.25,-3.7833,4.3941
583,33,732.71,116.18,753.82,152.21,0.459,0,743.26,152.21,7.6549,6.7036
584,1,185.59,202.65,247.57,289.83,0.619,0,216.58,289.83,-4.0331,3.2987
584,14,150.62,149.43,199.25,241.36,0.757,0,174.94,241.36,-3.8848,1.5319
584,27,713.97,104.25,737.70,168.49,0.719,0,725.84,168.49,5.5882,6.7017
584,22,729.75,134.73,762.17,228.87,0.780,0,745.96,228.87,2.0007,7.7573
584,25,256.22,216.00,317.17,316.20,0.708,0,286.70,316.20,-3.7826,4.3935
584,33,731.92,115.93,752.53,151.39,0.525,0,742.22,151.39,7.7376,6.6630
584,31,762.30,140.81,774.92,179.17,0.304,0,768.61,179.17,5.3282,7.6254
585,1,186.27,202.57,249.75,291.47,0.333,0,218.01,291.47,-4.0370,3.3476
585,14,149.39,149.56,200.51,247.83,0.738,0,174.95,247.83,-3.9554,1.7557
585,27,713.78,103.95,737.59,169.06,0.719,0,725.68,169.06,5.5325,6.7101
585,22,729.75,134.77,762.15,228.88,0.774,0,745.95,228.88,1.9998,7.7573
585,25,256.33,215.98,317.15,316.20,0.712,0,286.74,316.20,-3.7823,4.3937
585,33,728.96,115.63,753.69,158.97,0.442,0,741.33,158.97,6.8227,6.8081
585,31,762.23,140.76,775.01,179.06,0.305,0,768.62,179.06,5.3379,7.6243
586,1,186.72,202.39,250.80,291.69,0.544,0,218.76,291.69,-4.0336,3.3588
586,14,149.54,149.67,200.06,248.15,0.730,0,174.80,248.15,-3.9601,1.7650
586,27,714.28,103.92,737.69,168.59,0.740,0,725.98,168.59,5.5814,6.7064
586,22,729.65,134.72,762.05,228.87,0.744,0,745.85,228.87,1.9995,7.7559
586,25,256.32,215.87,317.09,316.22,0.713,0,286.70,316.22,-3.7827,4.3939
586,33,726.59,115.34,753.77,163.97,0.564,0,740.18,163.97,6.2706,6.8834
587,1,187.35,201.87,251.44,290.64,0.608,0,219.40,290.64,-4.0200,3.3411
587,14,149.73,149.72,200.06,249.20,0.729,0,174.89,249.20,-3.9703,1.8009
587,27,714.41,103.93,737.56,168.40,0.759,0,725.99,168.40,5.5986,6.7028
587,22,729.72,134.69,762.07,228.80,0.760,0,745.90,228.80,2.0031,7.7560
