frame,track_id,x1,y1,x2,y2,score,cls,feet_x,feet_y,three_z,three_x
1001,67,729.81,116.17,755.77,167.04,0.357,0,742.79,167.04,6.0099,6.9885
1002,14,152.41,152.01,190.17,234.31,0.804,0,171.29,234.31,-3.8357,1.2335
1002,27,714.51,103.61,734.52,164.70,0.734,0,724.51,164.70,5.9273,6.6005
1002,25,251.58,214.79,308.72,326.04,0.768,0,280.15,326.04,-3.9078,4.5023
1002,60,703.43,140.67,749.21,263.19,0.489,0,726.32,263.19,0.5427,7.7710
1002,62,682.14,182.42,770.70,366.31,0.920,0,726.42,366.31,-1.6230,8.2263
1002,67,728.70,115.89,757.21,172.38,0.364,0,742.95,172.38,5.5139,7.0812
1003,14,152.36,152.02,190.04,234.29,0.805,0,171.20,234.29,-3.8363,1.2317
1003,27,714.31,103.64,734.26,164.03,0.736,0,724.29,164.03,5.9893,6.5821
1003,25,251.71,214.84,308.62,326.04,0.771,0,280.16,326.04,-3.9077,4.5023
1003,62,681.54,183.06,769.64,366.48,0.917,0,725.59,366.48,-1.6305,8.2207
1003,67,729.10,116.11,757.08,172.21,0.338,0,743.09,172.21,5.5317,7.0810
1004,14,152.39,152.10,189.98,234.28,0.804,0,171.19,234.28,-3.8363,1.2312
1004,27,714.57,103.71,734.10,162.09,0.710,0,724.34,162.09,6.1856,6.5414
1004,25,251.80,214.86,308.51,325.96,0.773,0,280.15,325.96,-3.9071,4.5010
1004,62,680.79,182.10,768.87,366.49,0.920,0,724.83,366.49,-1.6352,8.2152
1004,67,727.98,115.86,758.36,177.90,0.391,0,743.17,177.90,5.0421,7.1705
1005,14,152.42,152.13,189.95,234.28,0.809,0,171.19,234.28,-3.8364,1.2314
1005,27,714.73,103.73,733.86,160.06,0.694,0,724.29,160.06,6.3957,6.4955
1005,25,251.87,214.87,308.40,325.89,0.772,0,280.14,325.89,-3.9067,4.4998
1005,62,679.98,180.52,768.19,366.57,0.917,0,724.09,366.57,-1.6407,8.2099
1005,67,727.44,115.88,758.02,179.38,0.592,0,742.73,179.38,4.9145,7.1847
1006,14,152.43,152.14,189.91,234.27,0.813,0,171.17,234.27,-3.8364,1.2308
1006,27,714.86,103.76,733.77,158.57,0.487,0,724.31,158.57,6.5561,6.4617
1006,25,252.01,214.86,308.37,325.76,0.772,0,280.19,325.76,-3.9053,4.4982
1006,62,679.20,180.79,767.25,368.23,0.914,0,723.22,368.23,-1.6695,8.2087
1006,67,727.25,115.91,758.25,181.63,0.618,0,742.75,181.63,4.7358,7.2173
1007,14,152.44,152.14,189.89,234.30,0.814,0,171.17,234.30,-3.8367,1.2318
1007,27,712.88,103.76,735.96,171.70,0.736,0,724.42,171.70,5.2747,6.7376
1007,25,252.13,214.86,308.33,325.61,0.772,0,280.23,325.61,-3.9038,4.4961
1007,62,678.20,181.36,766.49,371.57,0.909,0,722.34,371.57,-1.7214,8.2124
1007,67,727.18,115.88,758.36,183.54,0.626,0,742.77,183.54,4.5884,7.2443
1008,14,152.46,152.14,189.88,234.31,0.814,0,171.17,234.31,-3.8369,1.2324
1008,27,711.97,103.67,736.83,177.94,0.660,0,724.40,177.94,4.7502,6.8491
1008,25,252.21,214.87,308.29,325.52,0.770,0,280.25,325.52,-3.9030,4.4948
1008,62,676.12,183.07,765.04,376.98,0.910,0,720.58,376.98,-1.8052,8.2159
1008,67,727.26,115.89,758.20,184.63,0.599,0,742.73,184.63,4.5059,7.2584
1009,14,152.47,152.14,189.86,234.30,0.812,0,171.17,234.30,-3.8367,1.2318
1009,27,711.40,103.64,737.34,182.54,0.630,0,724.37,182.54,4.3929,6.9248
1009,25,252.24,214.88,308.28,325.62,0.769,0,280.26,325.62,-3.9037,4.4964
1009,62,671.98,184.14,762.20,382.77,0.912,0,717.09,382.77,-1.9011,8.2083
1009,67,728.04,115.89,757.35,182.27,0.501,0,742.70,182.27,4.6847,7.2255
1010,14,152.48,152.13,189.85,234.29,0.808,0,171.17,234.29,-3.8367,1.2315
1010,27,711.34,103.58,737.29,183.80,0.632,0,724.32,183.80,4.2982,6.9439
1010,25,252.24,214.88,308.30,325.81,0.766,0,280.27,325.81,-3.9052,4.4995
1010,62,666.70,185.42,758.26,387.86,0.918,0,712.48,387.86,-1.9912,8.1912
1010,67,727.07,115.96,758.02,187.90,0.605,0,742.55,187.90,4.2629,7.2988
1011,14,152.49,152.13,189.84,234.28,0.807,0,171.17,234.28,-3.8366,1.2313
1011,27,711.64,103.64,736.70,182.15,0.407,0,724.17,182.15,4.4193,6.9152
1011,25,252.27,214.86,308.33,325.90,0.763,0,280.30,325.90,-3.9057,4.5012
1011,62,661.36,185.95,753.78,389.99,0.903,0,707.57,389.99,-2.0446,8.1639
1011,67,726.36,116.02,758.07,191.43,0.639,0,742.22,191.43,4.0113,7.3382
1012,14,152.55,152.13,189.90,234.30,0.805,0,171.23,234.30,-3.8362,1.2323
1012,27,713.48,103.67,736.27,175.86,0.612,0,724.87,175.86,4.9273,6.8211
1012,25,252.30,214.85,308.32,325.95,0.762,0,280.31,325.95,-3.9061,4.5020
1012,62,656.96,187.97,749.59,391.73,0.901,0,703.28,391.73,-2.0893,8.1399
1012,67,725.40,116.00,757.81,194.69,0.639,0,741.60,194.69,3.7846,7.3683
1012,60,692.99,135.69,729.76,231.24,0.387,0,711.38,231.24,1.5294,7.3453
1013,14,152.57,152.13,189.91,234.28,0.804,0,171.24,234.28,-3.8359,1.2320
1013,27,714.26,103.74,736.19,174.31,0.324,0,725.23,174.31,5.0623,6.7998
1013,25,252.38,214.84,308.40,326.02,0.760,0,280.39,326.02,-3.9061,4.5037
1013,62,653.96,191.13,746.27,393.02,0.827,0,700.11,393.02,-2.1219,8.1224
1013,67,724.46,116.01,758.01,199.43,0.615,0,741.23,199.43,3.4789,7.4177
1014,14,152.57,152.15,189.90,234.27,0.808,0,171.24,234.27,-3.8358,1.2316
1014,27,715.21,103.67,735.91,171.04,0.594,0,725.56,171.04,5.3517,6.7456
1014,25,252.49,214.84,308.42,325.90,0.766,0,280.45,325.90,-3.9047,4.5023
1014,62,651.60,197.29,742.88,395.21,0.885,0,697.24,395.21,-2.1634,8.1098
1014,67,724.99,115.92,758.27,200.87,0.590,0,741.63,200.87,3.3962,7.4397
1014,60,688.69,131.87,727.27,231.22,0.514,0,707.98,231.22,1.4944,7.3030
1015,14,152.54,152.16,189.87,234.26,0.810,0,171.21,234.26,-3.8360,1.2309
1015,27,715.89,103.60,735.81,168.92,0.698,0,725.85,168.92,5.5482,6.7104
1015,25,252.52,214.83,308.44,325.86,0.766,0,280.48,325.86,-3.9042,4.5019
1015,62,651.73,212.85,738.38,397.63,0.915,0,695.06,397.63,-2.2031,8.1026
1015,67,725.88,115.83,758.28,200.80,0.622,0,742.08,200.80,3.4064,7.4455
1015,60,686.40,131.03,725.98,232.14,0.610,0,706.19,232.14,1.4383,7.2901
1016,14,152.47,152.18,189.75,234.23,0.808,0,171.11,234.23,-3.8364,1.2284
1016,27,715.79,103.58,735.67,169.19,0.621,0,725.73,169.19,5.5212,6.7135
1016,25,252.63,214.83,308.54,325.82,0.772,0,280.59,325.82,-3.9032,4.5021
1016,62,648.13,205.23,739.22,399.03,0.903,0,693.68,399.03,-2.2265,8.0978
1016,67,726.27,115.86,758.04,201.32,0.624,0,742.16,201.32,3.3758,7.4524
1016,60,683.62,130.39,723.40,232.40,0.580,0,703.51,232.40,1.3997,7.2598
1017,14,152.44,152.20,189.70,234.24,0.804,0,171.07,234.24,-3.8369,1.2285
1017,27,716.00,103.49,735.60,168.42,0.716,0,725.80,168.42,5.5936,6.6998
1017,25,252.64,214.82,308.58,325.84,0.770,0,280.61,325.84,-3.9032,4.5026
1017,62,645.99,201.30,739.08,399.58,0.923,0,692.54,399.58,-2.2388,8.0919
1017,67,726.71,115.85,757.80,201.56,0.621,0,742.25,201.56,3.3623,7.4564
1017,60,681.64,129.42,721.96,233.01,0.547,0,701.80,233.01,1.3574,7.2451
1018,14,152.45,152.19,189.68,234.21,0.807,0,171.07,234.21,-3.8366,1.2275
1018,27,716.24,103.44,735.70,167.97,0.753,0,725.97,167.97,5.6383,6.6941
1018,25,252.63,214.82,308.57,325.80,0.767,0,280.60,325.80,-3.9030,4.5018
1018,62,644.14,197.86,738.66,400.15,0.927,0,691.40,400.15,-2.2514,8.0862
1018,67,727.12,115.91,757.49,201.66,0.615,0,742.31,201.66,3.3570,7.4583
1019,14,152.46,152.20,189.69,234.21,0.809,0,171.07,234.21,-3.8365,1.2275
1019,27,716.04,103.42,735.44,167.53,0.743,0,725.74,167.53,5.6761,6.6811
1019,25,252.62,214.82,308.57,325.81,0.766,0,280.59,325.81,-3.9031,4.5020
1019,62,643.22,197.04,737.68,400.46,0.928,0,690.45,400.46,-2.2600,8.0808
1019,67,727.45,115.93,757.12,201.57,0.616,0,742.29,201.57,3.3625,7.4570
1019,69,752.08,140.43,775.00,177.64,0.395,0,763.54,177.64,5.3795,7.5195
1019,71,731.23,116.13,753.47,173.14,0.338,0,742.35,173.14,5.4359,7.0827
1020,14,152.44,152.16,189.67,234.18,0.810,0,171.06,234.18,-3.8364,1.2263
1020,27,715.79,103.40,735.17,167.30,0.748,0,725.48,167.30,5.6932,6.6717
1020,25,252.63,214.81,308.53,325.70,0.766,0,280.58,325.70,-3.9023,4.5001
1020,62,642.60,197.03,736.41,400.38,0.932,0,689.51,400.38,-2.2641,8.0743
1020,67,727.79,115.91,756.79,201.31,0.667,0,742.29,201.31,3.3781,7.4542
1020,69,752.00,140.40,775.04,177.81,0.412,0,763.52,177.81,5.3650,7.5212
1020,60,684.35,128.10,713.47,200.46,0.438,0,698.91,200.46,2.8701,6.8058
1021,14,152.46,152.14,189.68,234.16,0.810,0,171.07,234.16,-3.8360,1.2256
1021,27,715.43,103.37,734.82,167.15,0.753,0,725.12,167.15,5.7017,6.6621
1021,25,252.63,214.81,308.53,325.67,0.765,0,280.58,325.67,-3.9021,4.4998
1021,62,641.87,196.90,735.11,400.51,0.929,0,688.49,400.51,-2.2710,8.0680
1021,67,728.09,115.81,756.58,201.17,0.652,0,742.34,201.17,3.3873,7.4533
1021,69,752.05,140.37,775.07,177.74,0.359,0,763.56,177.74,5.3711,7.5212
1021,60,684.35,127.98,711.53,194.34,0.331,0,697.94,194.34,3.2199,6.6961
1022,14,152.47,152.14,189.68,234.15,0.814,0,171.08,234.15,-3.8358,1.2253
1022,27,715.25,103.38,734.68,167.15,0.747,0,724.97,167.15,5.6983,6.6593
1022,25,252.61,214.82,308.52,325.66,0.765,0,280.57,325.66,-3.9021,4.4995
1022,62,637.35,197.45,730.50,400.38,0.917,0,683.92,400.38,-2.2939,8.0374
1022,67,728.31,115.69,756.34,201.04,0.650,0,742.33,201.04,3.3947,7.4518
1022,69,752.07,140.38,775.00,177.58,0.336,0,763.54,177.58,5.3850,7.5186
1023,14,152.44,152.11,189.67,234.20,0.812,0,171.05,234.20,-3.8366,1.2267
1023,27,715.24,103.39,734.71,167.24,0.745,0,724.98,167.24,5.6904,6.6612
1023,25,252.64,214.83,308.51,325.59,0.769,0,280.58,325.59,-3.9014,4.4983
1023,62,631.03,198.70,725.09,401.70,0.922,0,678.06,401.70,-2.3396,8.0031
1023,67,728.53,115.67,756.11,200.91,0.638,0,742.32,200.91,3.4025,7.4503
1023,69,752.04,140.39,774.98,177.59,0.351,0,763.51,177.59,5.3832,7.5183
1024,14,152.42,152.04,189.68,234.18,0.816,0,171.05,234.18,-3.8364,1.2262
1024,27,715.19,103.39,734.71,167.37,0.745,0,724.95,167.37,5.6781,6.6632
1024,25,252.64,214.83,308.51,325.56,0.767,0,280.58,325.56,-3.9012,4.4980
1024,62,623.21,200.40,721.00,409.24,0.926,0,672.10,409.24,-2.4515,7.9892
1024,67,728.84,115.70,755.98,200.83,0.602,0,742.41,200.83,3.4088,7.4508
1024,69,752.05,140.40,774.96,177.51,0.370,0,763.51,177.51,5.3902,7.5173
1025,14,152.41,152.03,189.60,234.06,0.809,0,171.00,234.06,-3.8354,1.2208
1025,27,715.23,103.39,734.74,167.36,0.747,0,724.99,167.36,5.6790,6.6638
1025,25,252.60,214.83,308.50,325.61,0.765,0,280.55,325.61,-3.9018,4.4986
1025,62,615.57,201.95,717.58,417.62,0.935,0,666.57,417.62,-2.5649,7.9813
1025,67,728.96,115.74,755.64,200.63,0.560,0,742.30,200.63,3.4193,7.4470
1025,69,752.03,140.47,774.62,176.93,0.316,0,763.32,176.93,5.4374,7.5069
1025,71,730.26,115.02,754.17,176.63,0.428,0,742.22,176.63,5.1330,7.1349
1026,14,152.42,152.00,189.60,234.04,0.812,0,171.01,234.04,-3.8351,1.2200
1026,27,715.29,103.38,734.79,167.35,0.748,0,725.04,167.35,5.6815,6.6645
1026,25,252.56,214.82,308.49,325.67,0.762,0,280.52,325.67,-3.9024,4.4992
1026,62,609.46,203.77,714.54,423.75,0.941,0,662.00,423.75,-2.6473,7.9725
1026,67,729.11,115.79,755.38,200.56,0.599,0,742.24,200.56,3.4232,7.4453
1026,69,752.03,140.57,774.46,176.64,0.331,0,763.24,176.64,5.4614,7.5018
1026,71,730.88,115.54,753.68,174.36,0.305,0,742.28,174.36,5.3283,7.1008
1027,14,152.45,152.00,189.63,234.04,0.808,0,171.04,234.04,-3.8348,1.2205
1027,27,715.31,103.38,734.79,167.35,0.751,0,725.05,167.35,5.6811,6.6647
1027,25,252.53,214.81,308.49,325.71,0.760,0,280.51,325.71,-3.9029,4.4999
1027,62,604.93,205.99,712.00,428.48,0.937,0,658.46,428.48,-2.7091,7.9659
1027,67,729.30,115.74,755.26,200.48,0.620,0,742.28,200.48,3.4280,7.4450
1027,69,752.10,140.55,774.48,176.41,0.395,0,763.29,176.41,5.4816,7.4998
1028,14,152.46,151.96,189.65,234.08,0.807,0,171.05,234.08,-3.8351,1.2221
1028,27,715.28,103.38,734.74,167.33,0.750,0,725.01,167.33,5.6828,6.6636
1028,25,252.52,214.80,308.51,325.79,0.760,0,280.52,325.79,-3.9035,4.5012
1028,62,601.25,208.47,710.03,433.62,0.933,0,655.64,433.62,-2.7695,7.9650
1028,67,729.60,115.74,755.31,200.40,0.657,0,742.46,200.40,3.4352,7.4468
1028,69,751.93,140.58,774.39,176.42,0.427,0,763.16,176.42,5.4791,7.4975
1029,14,152.46,151.93,189.67,234.11,0.802,0,171.07,234.11,-3.8354,1.2235
1029,27,715.31,103.39,734.74,167.26,0.748,0,725.03,167.26,5.6893,6.6625
1029,25,252.47,214.80,308.51,325.90,0.756,0,280.49,325.90,-3.9045,4.5026
1029,62,597.84,210.49,707.89,437.91,0.926,0,652.87,437.91,-2.8209,7.9618
1029,67,729.92,115.24,755.37,199.62,0.682,0,742.65,199.62,3.4856,7.4410
1029,69,751.90,140.55,774.58,176.62,0.412,0,763.24,176.62,5.4630,7.5015
1030,14,152.49,151.93,189.67,234.10,0.803,0,171.08,234.10,-3.8351,1.2232
1030,27,715.43,103.40,734.85,167.24,0.749,0,725.14,167.24,5.6929,6.6642
1030,25,252.43,214.81,308.51,326.00,0.760,0,280.47,326.00,-3.9055,4.5042
1030,62,595.50,211.55,706.19,440.62,0.924,0,650.85,440.62,-2.8539,7.9582
1030,67,730.09,115.44,755.51,200.01,0.692,0,742.80,200.01,3.4636,7.4476
1030,69,752.02,140.53,774.88,176.85,0.418,0,763.45,176.85,5.4462,7.5081
1031,14,152.46,151.94,189.62,234.09,0.804,0,171.04,234.09,-3.8354,1.2225
1031,27,715.43,103.43,734.86,167.32,0.749,0,725.14,167.32,5.6854,6.6659
1031,25,252.43,214.81,308.57,326.13,0.758,0,280.50,326.13,-3.9063,4.5063
1031,62,593.98,212.21,704.45,441.47,0.928,0,649.21,441.47,-2.8690,7.9512
1031,67,730.26,115.59,755.56,200.11,0.684,0,742.91,200.11,3.4589,7.4503
1031,69,752.05,140.59,774.95,176.93,0.422,0,763.50,176.93,5.4397,7.5099
1031,71,731.93,115.56,754.42,173.22,0.333,0,743.18,173.22,5.4423,7.0987
1032,14,152.46,151.96,189.58,234.04,0.808,0,171.02,234.04,-3.8351,1.2205
1032,27,715.41,103.46,734.84,167.30,0.752,0,725.12,167.30,5.6871,6.6651
1032,25,252.42,214.80,308.56,326.11,0.761,0,280.49,326.11,-3.9062,4.5060
1032,62,592.75,212.37,702.84,441.87,0.929,0,647.80,441.87,-2.8792,7.9441
1032,67,730.31,115.48,755.59,200.24,0.712,0,742.95,200.24,3.4518,7.4523
1032,69,752.27,140.76,775.07,176.97,0.454,0,763.67,176.97,5.4395,7.5134
1033,14,152.43,151.97,189.54,234.02,0.807,0,170.98,234.02,-3.8350,1.2190
1033,27,715.33,103.46,734.80,167.38,0.756,0,725.07,167.38,5.6789,6.6656
1033,25,252.36,214.79,308.52,326.18,0.761,0,280.44,326.18,-3.9071,4.5067
1033,62,592.08,212.67,701.33,441.80,0.926,0,646.71,441.80,-2.8837,7.9374
1033,67,730.46,115.37,755.65,200.22,0.688,0,743.05,200.22,3.4538,7.4536
1033,69,752.41,140.84,775.12,176.95,0.452,0,763.76,176.95,5.4427,7.5147
1034,14,152.39,151.97,189.48,233.99,0.807,0,170.94,233.99,-3.8352,1.2176
1034,27,715.35,103.47,734.87,167.50,0.755,0,725.11,167.50,5.6680,6.6688
1034,25,252.34,214.78,308.52,326.26,0.759,0,280.43,326.26,-3.9078,4.5079
1034,62,591.54,212.83,700.01,441.91,0.925,0,645.77,441.91,-2.8891,7.9322
1034,67,730.57,115.15,755.72,200.24,0.666,0,743.15,200.24,3.4542,7.4552
1034,69,752.54,140.94,775.09,176.82,0.454,0,763.81,176.82,5.4548,7.5140
1035,14,152.42,151.95,189.51,233.95,0.808,0,170.97,233.95,-3.8344,1.2162
1035,27,715.34,103.47,734.87,167.44,0.756,0,725.10,167.44,5.6735,6.6676
1035,25,252.28,214.77,308.50,326.40,0.749,0,280.39,326.40,-3.9092,4.5098
1035,62,591.33,213.91,698.37,441.76,0.927,0,644.85,441.76,-2.8921,7.9263
1035,67,730.58,114.63,755.68,200.03,0.705,0,743.13,200.03,3.4670,7.4527
1035,69,752.61,140.95,775.22,176.99,0.449,0,763.92,176.99,5.4415,7.5180
1036,14,152.42,151.96,189.49,233.91,0.813,0,170.95,233.91,-3.8341,1.2148
1036,27,715.37,103.50,734.94,167.51,0.757,0,725.15,167.51,5.6675,6.6700
1036,25,252.28,214.76,308.49,326.45,0.753,0,280.38,326.45,-3.9097,4.5106
1036,62,590.42,215.41,696.88,444.18,0.919,0,643.65,444.18,-2.9182,7.9269
1036,67,730.42,114.35,755.56,200.42,0.739,0,742.99,200.42,3.4409,7.4549
1036,69,752.62,140.93,775.32,177.21,0.457,0,763.97,177.21,5.4228,7.5217
1037,14,152.40,151.96,189.47,233.88,0.810,0,170.94,233.88,-3.8339,1.2134
1037,27,715.35,103.47,734.98,167.66,0.756,0,725.16,167.66,5.6540,6.6730
1037,25,252.31,214.77,308.52,326.51,0.751,0,280.41,326.51,-3.9099,4.5116
1037,62,588.52,217.46,694.18,446.28,0.909,0,641.35,446.28,-2.9464,7.9200
1037,67,730.30,114.24,755.45,200.94,0.766,0,742.88,200.94,3.4078,7.4589
1037,69,752.77,140.97,775.30,177.07,0.431,0,764.04,177.07,5.4360,7.5211
1038,14,152.41,151.99,189.46,233.89,0.811,0,170.94,233.89,-3.8339,1.2135
1038,27,715.29,103.47,734.93,167.69,0.764,0,725.11,167.69,5.6502,6.6727
1038,25,252.35,214.78,308.52,326.47,0.747,0,280.43,326.47,-3.9095,4.5112
1038,62,586.62,220.25,690.56,446.39,0.902,0,638.59,446.39,-2.9603,7.9043
1038,67,730.42,114.64,755.42,200.98,0.749,0,742.92,200.98,3.4062,7.4600
1038,69,752.93,140.95,775.25,176.79,0.431,0,764.09,176.79,5.4617,7.5185
1039,14,152.43,151.99,189.47,233.88,0.809,0,170.95,233.88,-3.8338,1.2136
1039,27,715.39,103.50,735.09,167.80,0.767,0,725.24,167.80,5.6417,6.6773
1039,25,252.29,214.78,308.47,326.55,0.743,0,280.38,326.55,-3.9104,4.5121
1039,62,583.86,223.43,686.61,447.55,0.915,0,635.24,447.55,-2.9854,7.8884
1039,67,730.68,114.80,755.52,200.80,0.732,0,743.10,200.80,3.4195,7.4607
1039,69,752.95,140.97,775.20,176.72,0.456,0,764.07,176.72,5.4674,7.5173
1040,14,152.47,151.98,189.51,233.89,0.808,0,170.99,233.89,-3.8335,1.2141
1040,27,715.46,103.56,735.16,167.78,0.776,0,725.31,167.78,5.6455,6.6781
1040,25,252.25,214.79,308.41,326.58,0.740,0,280.33,326.58,-3.9110,4.5122
1040,62,579.16,226.94,681.15,448.27,0.905,0,630.15,448.27,-3.0148,7.8612
1040,67,730.84,114.87,755.53,200.57,0.730,0,743.19,200.57,3.4342,7.4595
1040,69,753.00,140.99,775.19,176.72,0.448,0,764.09,176.72,5.4674,7.5177
1041,14,152.49,151.95,189.55,233.89,0.806,0,171.02,233.89,-3.8332,1.2146
1041,27,715.42,103.60,735.16,167.80,0.771,0,725.29,167.80,5.6431,6.6782
1041,25,252.26,214.79,308.38,326.57,0.743,0,280.32,326.57,-3.9110,4.5120
1041,62,574.58,231.19,675.73,448.55,0.905,0,625.16,448.55,-3.0403,7.8332
1041,67,731.01,115.04,755.50,200.44,0.725,0,743.25,200.44,3.4431,7.4590
1041,69,752.88,140.95,775.29,177.13,0.399,0,764.08,177.13,5.4316,7.5227
1042,14,152.50,151.94,189.58,233.91,0.805,0,171.04,233.91,-3.8332,1.2155
1042,27,715.28,103.62,735.10,167.83,0.774,0,725.19,167.83,5.6383,6.6770
1042,25,252.29,214.78,308.36,326.53,0.743,0,280.32,326.53,-3.9106,4.5113
1042,62,569.38,234.56,670.60,449.20,0.921,0,619.99,449.20,-3.0694,7.8054
1042,67,731.13,115.02,755.48,200.36,0.726,0,743.31,200.36,3.4486,7.4590
1042,69,752.80,140.95,775.30,177.36,0.400,0,764.05,177.36,5.4118,7.5248
1043,14,152.51,151.95,189.59,233.91,0.804,0,171.05,233.91,-3.8332,1.2156
1043,27,715.20,103.63,735.09,167.77,0.779,0,725.14,167.77,5.6436,6.6748
1043,25,252.31,214.78,308.35,326.50,0.741,0,280.33,326.50,-3.9104,4.5110
1043,62,565.33,238.02,666.52,449.51,0.925,0,615.93,449.51,-3.0907,7.7830
1043,67,731.07,114.85,755.36,200.47,0.705,0,743.22,200.47,3.4408,7.4588
1043,69,752.81,141.00,775.17,177.22,0.371,0,763.99,177.22,5.4229,7.5221
1044,14,152.44,151.78,189.83,234.45,0.800,0,171.13,234.45,-3.8388,1.2372
1044,27,715.11,103.62,735.12,167.87,0.774,0,725.12,167.87,5.6335,6.6764
1044,25,252.27,214.78,308.28,326.52,0.740,0,280.27,326.52,-3.9109,4.5108
1044,62,561.46,240.87,662.86,449.61,0.920,0,612.16,449.61,-3.1089,7.7616
1044,67,730.86,114.52,755.19,200.99,0.692,0,743.03,200.99,3.4069,7.4616
1044,69,752.95,141.06,775.06,176.89,0.315,0,764.01,176.89,5.4515,7.5183
1045,14,152.47,151.91,189.75,234.26,0.800,0,171.11,234.26,-3.8368,1.2297
1045,27,715.06,103.74,735.13,167.92,0.776,0,725.09,167.92,5.6284,6.6769
1045,25,252.40,214.85,308.22,326.38,0.751,0,280.31,326.38,-3.9095,4.5089
1045,62,558.46,242.94,659.98,449.37,0.908,0,609.22,449.37,-3.1206,7.7438
1045,67,731.10,114.25,755.30,200.91,0.696,0,743.20,200.91,3.4138,7.4634
1046,14,152.50,151.96,189.73,234.18,0.797,0,171.12,234.18,-3.8358,1.2268
1046,27,715.13,103.77,735.25,167.98,0.775,0,725.19,167.98,5.6249,6.6798
1046,25,252.54,214.88,308.20,326.26,0.753,0,280.37,326.26,-3.9082,4.5074
1046,62,554.91,244.21,657.00,449.64,0.923,0,605.95,449.64,-3.1378,7.7259
1046,67,731.11,114.19,755.14,200.95,0.707,0,743.12,200.95,3.4105,7.4627
1047,14,152.49,152.00,189.73,234.16,0.795,0,171.11,234.16,-3.8356,1.2259
1047,27,715.27,103.78,735.39,167.94,0.774,0,725.33,167.94,5.6309,6.6815
1047,25,252.64,214.89,308.19,326.20,0.755,0,280.42,326.20,-3.9074,4.5069
1047,62,551.35,244.94,653.90,449.55,0.920,0,602.63,449.55,-3.1525,7.7063
1047,67,731.03,114.27,754.79,200.90,0.714,0,742.91,200.90,3.4111,7.4589
1048,14,152.39,151.80,189.88,234.60,0.800,0,171.14,234.60,-3.8406,1.2429
1048,27,715.39,103.76,735.50,167.92,0.776,0,725.44,167.92,5.6346,6.6833
1048,25,252.65,214.88,308.19,326.34,0.752,0,280.42,326.34,-3.9085,4.5090
1048,62,548.08,245.85,650.71,449.37,0.925,0,599.40,449.37,-3.1660,7.6871
1048,67,730.93,114.29,754.52,200.92,0.717,0,742.73,200.92,3.4072,7.4565
1049,14,152.31,151.69,189.89,234.77,0.802,0,171.10,234.77,-3.8429,1.2492
1049,27,715.49,103.74,735.56,167.83,0.774,0,725.52,167.83,5.6439,6.6830
1049,25,252.70,214.87,308.17,326.34,0.747,0,280.43,326.34,-3.9084,4.5091
1049,62,544.01,247.02,646.61,449.29,0.920,0,595.31,449.29,-3.1843,7.6632
1049,67,730.87,114.30,754.28,200.89,0.717,0,742.57,200.89,3.4069,7.4539
1050,14,152.31,151.63,189.92,234.83,0.800,0,171.11,234.83,-3.8436,1.2516
1050,27,715.52,103.72,735.61,167.96,0.774,0,725.56,167.96,5.6330,6.6863
1050,25,252.78,214.89,308.11,326.18,0.755,0,280.45,326.18,-3.9071,4.5067
1050,62,538.46,248.25,640.93,448.64,0.927,0,589.70,448.64,-3.2053,7.6284
1050,67,731.01,114.43,754.20,200.72,0.705,0,742.60,200.72,3.4179,7.4524
1051,14,152.28,151.61,189.85,234.83,0.801,0,171.06,234.83,-3.8440,1.2510
1051,27,715.57,103.67,735.63,167.96,0.766,0,725.60,167.96,5.6330,6.6871
1051,25,252.83,214.89,308.07,326.08,0.751,0,280.45,326.08,-3.9063,4.5052
1051,62,532.08,249.87,634.45,448.63,0.919,0,583.27,448.63,-3.2350,7.5912
1051,67,731.11,114.71,754.11,200.69,0.697,0,742.61,200.69,3.4194,7.4522
1052,14,152.32,151.60,189.84,234.79,0.800,0,171.08,234.79,-3.8433,1.2495
1052,27,715.60,103.62,735.55,167.88,0.757,0,725.57,167.88,5.6405,6.6849
1052,25,252.91,214.85,308.01,325.80,0.758,0,280.46,325.80,-3.9039,4.5008
1052,62,525.62,251.83,627.70,448.68,0.919,0,576.66,448.68,-3.2658,7.5533
1052,67,731.29,114.91,754.09,200.67,0.686,0,742.69,200.67,3.4222,7.4531
1053,14,152.31,151.58,189.81,234.79,0.799,0,171.06,234.79,-3.8436,1.2494
1053,27,715.59,103.54,735.43,167.76,0.751,0,725.51,167.76,5.6501,6.6815
1053,25,252.91,214.84,307.93,325.65,0.762,0,280.42,325.65,-3.9029,4.4981
1053,62,519.33,254.36,620.35,448.39,0.910,0,569.84,448.39,-3.2952,7.5128
1053,67,731.47,115.09,754.07,200.55,0.675,0,742.77,200.55,3.4304,7.4530
1054,14,152.32,151.57,189.79,234.79,0.797,0,171.05,234.79,-3.8436,1.2495
1054,27,715.71,103.47,735.47,167.71,0.750,0,725.59,167.71,5.6569,6.6818
1054,25,252.94,214.81,307.92,325.54,0.756,0,280.43,325.54,-3.9020,4.4965
1054,62,513.28,257.06,613.04,448.57,0.901,0,563.16,448.57,-3.3273,7.4751
1054,67,731.57,115.20,754.02,200.47,0.674,0,742.79,200.47,3.4354,7.4525
1055,14,152.33,151.52,189.83,234.89,0.797,0,171.08,234.89,-3.8445,1.2533
1055,27,716.02,103.44,735.80,167.83,0.757,0,725.91,167.83,5.6502,6.6901
