frame_idx,x1,y1,x2,y2,score,class_id,feet_x,feet_y,three_x,three_z
16,1565.32275390625,326.09088134765625,1665.48095703125,550.40283203125,0.4227673411369324,0,1615.402,550.403,-3.154300,1.208705
16,621.5693969726562,397.6033935546875,711.1732788085938,559.4056396484375,0.3763822317123413,0,666.371,559.406,8.703506,2.861835
17,1565.2841796875,325.81494140625,1665.65771484375,550.6138916015625,0.4409904181957245,0,1615.471,550.614,-3.157953,1.213203
17,617.875,398.19287109375,702.70458984375,558.687744140625,0.4120785892009735,0,660.290,558.688,8.933195,2.856212
18,1565.27734375,325.8154296875,1665.65869140625,550.6181640625,0.44111359119415283,0,1615.468,550.618,-3.158000,1.213297
18,617.5484619140625,398.201416015625,701.0201416015625,558.0032958984375,0.42721885442733765,0,659.284,558.003,9.026597,2.835202
19,1565.088134765625,325.9896240234375,1665.670166015625,550.5398559570312,0.4284519851207733,0,1615.379,550.540,-3.156247,1.211671
19,616.659423828125,398.4981689453125,698.54736328125,558.6773681640625,0.4218248426914215,0,657.603,558.677,9.006404,2.864553
20,1565.1475830078125,326.04833984375,1665.6402587890625,550.5638427734375,0.4272744357585907,0,1615.394,550.564,-3.156705,1.212177
20,616.4881591796875,397.7015075683594,696.06591796875,558.3841552734375,0.42430704832077026,0,656.277,558.384,9.070848,2.858479
21,615.1602783203125,395.68927001953125,688.9259033203125,557.9954223632812,0.4379415810108185,0,652.043,557.995,9.224769,2.858458
21,1565.37841796875,326.295166015625,1665.31396484375,550.383544921875,0.40865060687065125,0,1615.346,550.384,-3.153655,1.208326
22,1565.379638671875,326.28643798828125,1665.29541015625,550.4042358398438,0.41114792227745056,0,1615.338,550.404,-3.153916,1.208778
22,614.0809326171875,397.12274169921875,687.4759521484375,560.9009399414062,0.41007643938064575,0,650.778,560.901,8.974557,2.964953
23,613.8397216796875,397.6485595703125,686.9649658203125,559.1995849609375,0.44122013449668884,0,650.402,559.200,9.150620,2.906664
23,1565.354248046875,326.2322998046875,1665.333984375,550.428955078125,0.4180561602115631,0,1615.344,550.429,-3.154335,1.209306
24,1565.401611328125,326.436767578125,1665.15625,550.3184814453125,0.4030303955078125,0,1615.279,550.318,-3.152238,1.206969
24,617.6045532226562,397.8701171875,685.7133178710938,559.2611083984375,0.38699689507484436,0,651.659,559.261,9.110359,2.904671
25,1565.45654296875,326.51983642578125,1665.0029296875,550.2666625976562,0.3958544135093689,0,1615.230,550.267,-3.151137,1.205884
26,1565.454345703125,326.4259033203125,1664.955078125,550.319580078125,0.39615383744239807,0,1615.205,550.320,-3.151787,1.207041
27,1565.478759765625,326.487548828125,1664.856689453125,550.2498779296875,0.38485175371170044,0,1615.168,550.250,-3.150489,1.205563
28,1565.470703125,326.64019775390625,1664.849609375,550.177734375,0.3789243698120117,0,1615.160,550.178,-3.149339,1.204012
29,1565.472900390625,326.62872314453125,1664.857421875,550.2013549804688,0.37135881185531616,0,1615.165,550.201,-3.149732,1.204518
30,1565.46875,326.67315673828125,1664.822265625,550.2128295898438,0.37025773525238037,0,1615.146,550.213,-3.149783,1.204778
31,1565.48779296875,326.63568115234375,1664.780517578125,550.2559204101562,0.37717562913894653,0,1615.134,550.256,-3.150370,1.205715
32,1565.45703125,326.66131591796875,1664.6611328125,550.3112182617188,0.3648008704185486,0,1615.059,550.311,-3.150741,1.206956
33,1565.43408203125,326.63232421875,1664.78271484375,550.451416015625,0.384722501039505,0,1615.108,550.451,-3.153192,1.209944
34,1565.780517578125,326.4622802734375,1664.6259765625,550.54345703125,0.3825801908969879,0,1615.203,550.543,-3.155193,1.211863
35,1565.8370361328125,326.38800048828125,1664.6082763671875,550.5534057617188,0.38089025020599365,0,1615.223,550.553,-3.155467,1.212065
36,1565.9014892578125,326.37060546875,1664.6175537109375,550.5390625,0.3831152021884918,0,1615.260,550.539,-3.155481,1.211732
37,1565.86376953125,326.2186279296875,1664.72802734375,550.5819091796875,0.3959285616874695,0,1615.296,550.582,-3.156363,1.212630
37,578.83544921875,401.714599609375,649.5972900390625,574.720703125,0.3262167274951935,0,614.216,574.721,8.631577,3.547776
38,1565.864501953125,326.22149658203125,1664.716064453125,550.5585327148438,0.3888764977455139,0,1615.290,550.559,-3.155972,1.212131
38,577.7017211914062,402.17535400390625,649.2846069335938,574.7860717773438,0.33523258566856384,0,613.493,574.786,8.644092,3.552591
39,1565.89501953125,326.11358642578125,1664.859375,550.8038940429688,0.39216312766075134,0,1615.377,550.804,-3.160257,1.217351
39,576.3094482421875,402.82464599609375,648.6441650390625,576.9255981445312,0.3523652255535126,0,612.477,576.926,8.475318,3.621190
40,1565.909912109375,326.1182861328125,1664.901123046875,550.7591552734375,0.3869829475879669,0,1615.406,550.759,-3.159754,1.216370
40,575.294677734375,405.4693298339844,650.7783203125,577.4647216796875,0.3202963173389435,0,613.036,577.465,8.412888,3.635044
41,1566.0460205078125,325.9271240234375,1664.4307861328125,550.42138671875,0.3804349899291992,0,1615.238,550.421,-3.153553,1.209212
42,1565.95166015625,326.0040283203125,1664.3076171875,550.4861450195312,0.38312074542045593,0,1615.130,550.486,-3.153855,1.210678
43,1565.78515625,325.96136474609375,1664.2021484375,550.5142211914062,0.37799257040023804,0,1614.994,550.514,-3.153427,1.211371
44,1565.735107421875,325.98272705078125,1664.141845703125,550.4990844726562,0.37284690141677856,0,1614.938,550.499,-3.152848,1.211082
45,1565.446044921875,326.02484130859375,1664.264404296875,550.4677124023438,0.35613465309143066,0,1614.855,550.468,-3.151844,1.210461
46,1565.4290771484375,326.01385498046875,1664.2301025390625,550.4758911132812,0.3573661148548126,0,1614.830,550.476,-3.151808,1.210654
47,1565.53759765625,325.87799072265625,1664.1298828125,550.4620971679688,0.36563992500305176,0,1614.834,550.462,-3.151623,1.210354
48,1565.7421875,325.95599365234375,1664.1533203125,550.5084838867188,0.3682093322277069,0,1614.948,550.508,-3.153050,1.211278
49,1565.768310546875,325.7447509765625,1664.283447265625,550.5746459960938,0.3745584487915039,0,1615.026,550.575,-3.154551,1.212651
50,1565.74462890625,325.76806640625,1664.32861328125,550.6356201171875,0.3765437602996826,0,1615.037,550.636,-3.155549,1.213956
51,1565.7435302734375,325.68377685546875,1664.2918701171875,550.6294555664062,0.38450807332992554,0,1615.018,550.629,-3.155336,1.213836
52,1565.8251953125,325.72515869140625,1664.40234375,550.6073608398438,0.3743457794189453,0,1615.114,550.607,-3.155604,1.213297
53,1565.6717529296875,325.8209228515625,1664.2095947265625,550.53125,0.3629615008831024,0,1614.941,550.531,-3.153352,1.211773
54,1565.831298828125,325.89227294921875,1664.286865234375,550.4906005859375,0.361025869846344,0,1615.059,550.491,-3.153479,1.210820
55,1565.885009765625,326.0999755859375,1664.209716796875,550.648193359375,0.37622588872909546,0,1615.047,550.648,-3.155808,1.214219
56,1565.909912109375,326.179443359375,1664.273193359375,550.6287841796875,0.378248006105423,0,1615.092,550.629,-3.155791,1.213773
57,1565.651123046875,326.276123046875,1664.301513671875,550.715087890625,0.3880423307418823,0,1614.976,550.715,-3.156380,1.215705
57,549.2279052734375,402.63470458984375,627.7593994140625,587.1404418945312,0.3150614798069,0,588.494,587.140,8.167277,4.010514
58,1565.624755859375,326.3905029296875,1664.347412109375,550.7286376953125,0.3849852979183197,0,1614.986,550.729,-3.156648,1.215990
58,549.708251953125,403.348388671875,627.616455078125,586.6221923828125,0.30045285820961,0,588.662,586.622,8.207963,3.995692
59,1565.50146484375,326.28155517578125,1664.65625,550.5961303710938,0.3674488067626953,0,1615.079,550.596,-3.155213,1.213078
60,1565.4674072265625,326.2828369140625,1664.6488037109375,550.7423095703125,0.37569719552993774,0,1615.058,550.742,-3.157310,1.216237
61,1565.394287109375,326.0743408203125,1664.556884765625,550.891357421875,0.3773573637008667,0,1614.976,550.891,-3.159061,1.219495
61,548.2493896484375,401.51708984375,626.7315673828125,596.4521484375,0.3694078028202057,0,587.490,596.452,7.423032,4.256299
62,546.438720703125,400.7683410644531,626.77001953125,596.97900390625,0.37639319896698,0,586.604,596.979,7.401359,4.273152
62,1565.4337158203125,326.482177734375,1664.3470458984375,550.864501953125,0.3718920350074768,0,1614.890,550.865,-3.158116,1.218974
63,546.78955078125,400.7022705078125,626.84814453125,597.0877685546875,0.3831861913204193,0,586.819,597.088,7.388032,4.274903
63,1565.4755859375,326.48504638671875,1664.341796875,550.829833984375,0.37457913160324097,0,1614.909,550.830,-3.157703,1.218217
64,546.4832763671875,400.3689880371094,627.0848388671875,596.4124755859375,0.41593629121780396,0,586.784,596.412,7.441983,4.258369
64,1565.431640625,326.40045166015625,1664.2587890625,550.8612670898438,0.382683664560318,0,1614.845,550.861,-3.157782,1.218934
65,544.7802734375,401.9095153808594,627.43115234375,595.5592041015625,0.39438021183013916,0,586.106,595.559,7.524996,4.240066
65,1565.8604736328125,326.25341796875,1664.7435302734375,550.7886962890625,0.38281628489494324,0,1615.302,550.789,-3.159552,1.217073
66,545.7936401367188,402.43670654296875,626.0441284179688,593.0757446289062,0.38941726088523865,0,585.919,593.076,7.729861,4.178042
66,1565.6962890625,326.2093505859375,1664.767578125,550.7955322265625,0.3784063756465912,0,1615.232,550.796,-3.159215,1.217266
67,1566.24609375,326.07623291015625,1664.59375,550.8025512695312,0.3850056231021881,0,1615.420,550.803,-3.160505,1.217294
67,545.4317626953125,402.60748291015625,626.0447998046875,593.1331176757812,0.3760473132133484,0,585.738,593.133,7.729342,4.180291
68,1566.2818603515625,326.24627685546875,1664.5452880859375,550.851806640625,0.3814857006072998,0,1615.414,550.852,-3.161215,1.218356
68,546.731201171875,400.3099365234375,625.717529296875,592.5667724609375,0.36309975385665894,0,586.224,592.567,7.764500,4.163659
69,1566.2171630859375,326.26409912109375,1664.3280029296875,550.8382568359375,0.3901556134223938,0,1615.273,550.838,-3.160121,1.218158
69,545.519287109375,398.87310791015625,627.89013671875,588.3543090820312,0.3302147686481476,0,586.705,588.354,8.106194,4.050906
70,1566.17431640625,326.26666259765625,1664.24560546875,550.8167724609375,0.3977030813694,0,1615.210,550.817,-3.159400,1.217737
70,545.8419189453125,398.46331787109375,627.6785888671875,588.5193481445312,0.32129329442977905,0,586.760,588.519,8.090758,4.055092
71,1566.13134765625,326.2813720703125,1664.33447265625,550.6803588867188,0.3763726055622101,0,1615.233,550.680,-3.157467,1.214789
71,544.978759765625,398.5321350097656,628.681884765625,590.6566162109375,0.31314247846603394,0,586.830,590.657,7.908575,4.111433
72,1565.8787841796875,326.59820556640625,1664.2125244140625,550.6924438476562,0.36633145809173584,0,1615.046,550.692,-3.156472,1.215172
73,1566.076416015625,326.366943359375,1664.399658203125,550.5789794921875,0.35976141691207886,0,1615.238,550.579,-3.155954,1.212605
74,1566.182861328125,326.33087158203125,1664.304443359375,550.5462646484375,0.35858991742134094,0,1615.244,550.546,-3.155491,1.211897
75,1566.226318359375,326.55438232421875,1664.43798828125,550.5980834960938,0.35210302472114563,0,1615.332,550.598,-3.156838,1.212954
76,1566.14208984375,326.63739013671875,1664.4453125,550.5835571289062,0.35070547461509705,0,1615.294,550.584,-3.156374,1.212667
77,1565.852294921875,326.4775390625,1664.376708984375,550.58935546875,0.3525858223438263,0,1615.115,550.589,-3.155334,1.212909
78,1565.906005859375,326.568359375,1664.337158203125,550.5950317382812,0.3477298319339752,0,1615.122,550.595,-3.155465,1.213027
79,1565.77783203125,326.41656494140625,1664.4189453125,550.589111328125,0.35120153427124023,0,1615.098,550.589,-3.155229,1.212915
80,1565.807861328125,326.25555419921875,1664.5732421875,550.4928588867188,0.34569287300109863,0,1615.191,550.493,-3.154342,1.210782
81,1564.909423828125,326.43035888671875,1664.218505859375,551.0010375976562,0.3302232027053833,0,1614.564,551.001,-3.158140,1.222123
82,1564.02587890625,325.276611328125,1664.1689453125,550.0475463867188,0.3485810160636902,0,1614.097,550.048,-3.140636,1.201895
83,1563.974853515625,325.50848388671875,1664.038330078125,550.1962280273438,0.35987839102745056,0,1614.007,550.196,-3.142339,1.205164
84,1565.241455078125,326.6741943359375,1664.249267578125,550.9813232421875,0.3476305305957794,0,1614.745,550.981,-3.158982,1.221579
85,1565.17529296875,326.58709716796875,1664.3896484375,551.0238647460938,0.33766767382621765,0,1614.782,551.024,-3.159863,1.222469
86,1565.252197265625,326.7176513671875,1664.267822265625,551.0057373046875,0.3435918390750885,0,1614.760,551.006,-3.159446,1.222094
87,1565.14111328125,326.57666015625,1664.21630859375,550.9833984375,0.33785340189933777,0,1614.679,550.983,-3.158594,1.221668
88,1565.3388671875,326.73858642578125,1664.19140625,551.0006103515625,0.33191874623298645,0,1614.765,551.001,-3.159400,1.221981
89,1564.968017578125,326.5648193359375,1664.3720703125,550.93603515625,0.32657283544540405,0,1614.670,550.936,-3.157818,1.220656
90,1565.215087890625,326.53875732421875,1664.312255859375,550.9451293945312,0.3382689356803894,0,1614.764,550.945,-3.158546,1.220790
91,1565.1865234375,326.86920166015625,1664.376953125,550.9755249023438,0.3381882309913635,0,1614.782,550.976,-3.159122,1.221431
92,1565.244384765625,326.710693359375,1664.397216796875,551.0028076171875,0.3443499803543091,0,1614.821,551.003,-3.159784,1.221991
93,1565.129150390625,326.6431884765625,1664.510009765625,551.0174560546875,0.34025275707244873,0,1614.820,551.017,-3.159999,1.222306
94,1565.6474609375,326.85076904296875,1664.53076171875,551.076416015625,0.349167138338089,0,1615.089,551.076,-3.162591,1.223394
95,1565.6396484375,326.7254638671875,1664.47900390625,551.1293334960938,0.35101139545440674,0,1615.059,551.129,-3.163208,1.224550
96,1565.636962890625,326.82818603515625,1664.387451171875,551.0631103515625,0.35798975825309753,0,1615.012,551.063,-3.161905,1.223159
97,1568.396240234375,324.35418701171875,1663.025146484375,552.0604858398438,0.4863279163837433,0,1615.711,552.060,-3.181411,1.244045
98,1568.296875,324.26837158203125,1662.98388671875,551.9771118164062,0.4982941150665283,0,1615.640,551.977,-3.179710,1.242312
99,1568.0997314453125,324.2529296875,1662.9525146484375,552.024658203125,0.4948689043521881,0,1615.526,552.025,-3.179714,1.243404
100,1568.1749267578125,324.43499755859375,1662.8743896484375,552.0374145507812,0.4843173921108246,0,1615.525,552.037,-3.179897,1.243678
101,1568.272216796875,324.2994384765625,1662.879150390625,552.1162109375,0.4921239912509918,0,1615.576,552.116,-3.181408,1.245325
102,1568.420166015625,324.225830078125,1662.831298828125,552.0849609375,0.4983232319355011,0,1615.626,552.085,-3.181249,1.244625
102,94.78143310546875,719.9066772460938,213.16238403320312,968.3900756835938,0.37655115127563477,0,153.972,968.390,-0.941569,8.982491
103,1568.419921875,324.1944580078125,1662.80908203125,552.054931640625,0.4925422966480255,0,1615.615,552.055,-3.180725,1.243991
103,94.928955078125,715.8558349609375,214.21713256835938,968.69775390625,0.37002620100975037,0,154.573,968.698,-0.950161,8.980412
104,1568.43701171875,324.34674072265625,1662.919921875,552.0844116210938,0.4873741567134857,0,1615.678,552.084,-3.181571,1.244578
105,1568.360595703125,324.47271728515625,1662.843017578125,551.9991455078125,0.48272961378097534,0,1615.602,551.999,-3.179802,1.242809
105,96.1517105102539,729.0389404296875,216.69485473632812,969.5523681640625,0.352190762758255,0,156.423,969.552,-0.974999,8.973955
106,1568.482177734375,324.33612060546875,1662.806884765625,551.975341796875,0.48038798570632935,0,1615.645,551.975,-3.179709,1.242272
106,95.59602355957031,724.7652587890625,217.59422302246094,971.103271484375,0.445220947265625,0,156.595,971.103,-1.001234,8.974649
107,1568.57373046875,324.14739990234375,1662.82177734375,552.0154418945312,0.4834804832935333,0,1615.698,552.015,-3.180649,1.243092
107,94.80155944824219,710.8916015625,223.1993865966797,971.435302734375,0.48239433765411377,0,159.000,971.435,-1.020587,8.965633
108,1568.518310546875,324.3375244140625,1662.711181640625,551.993408203125,0.4858533442020416,0,1615.615,551.993,-3.179796,1.242677
108,95.4350357055664,712.3875732421875,224.64755249023438,971.93896484375,0.4374004602432251,0,160.041,971.939,-1.034739,8.962066
109,1568.289794921875,324.625,1662.694091796875,552.00341796875,0.48286062479019165,0,1615.492,552.003,-3.179178,1.242974
110,1568.1102294921875,324.97161865234375,1662.5760498046875,551.9365844726562,0.48055487871170044,0,1615.343,551.937,-3.177235,1.241646
110,97.86967468261719,731.466796875,228.0581817626953,971.714599609375,0.3239990174770355,0,162.964,971.715,-1.048033,8.950599
111,1568.2890625,324.82366943359375,1662.6201171875,551.9685668945312,0.477752149105072,0,1615.455,551.969,-3.178417,1.242254
111,96.7203140258789,716.2932739257812,230.34744262695312,971.2651977539062,0.4420134425163269,0,163.534,971.265,-1.044107,8.947989
112,1568.5328369140625,324.7413330078125,1662.6160888671875,551.9691162109375,0.494546115398407,0,1615.574,551.969,-3.179176,1.242186
112,93.12664794921875,701.5087890625,233.05624389648438,969.384521484375,0.4143601953983307,0,163.091,969.385,-1.011184,8.947950
113,92.17005157470703,686.6363525390625,238.12469482421875,968.9033203125,0.5867582559585571,0,165.147,968.903,-1.015353,8.939552
113,1568.21240234375,324.0245361328125,1661.21240234375,552.3214721679688,0.4981794059276581,0,1614.712,552.321,-3.179107,1.250286
114,95.1015625,693.875244140625,238.22662353515625,968.8515625,0.6381253600120544,0,166.664,968.852,-1.023336,8.933647
114,1568.324951171875,324.24072265625,1661.191162109375,552.3309326171875,0.5124926567077637,0,1614.758,552.331,-3.179536,1.250457
115,96.17518615722656,698.46044921875,238.45298767089844,964.680908203125,0.5400901436805725,0,167.314,964.681,-0.959128,8.927084
115,1568.29052734375,324.23822021484375,1661.162109375,552.3333740234375,0.5007960796356201,0,1614.726,552.333,-3.179374,1.250530
116,95.76834869384766,690.7730102539062,242.04135131835938,957.1886596679688,0.5453921556472778,0,168.905,957.189,-0.843620,8.913349
116,1568.8070068359375,324.94586181640625,1662.4871826171875,552.0616455078125,0.48929399251937866,0,1615.647,552.062,-3.181030,1.244113
117,96.26301574707031,687.12646484375,242.3483123779297,953.3056640625,0.5979798436164856,0,169.306,953.306,-0.779804,8.907749
117,1568.966552734375,324.927490234375,1662.471435546875,552.0625610351562,0.48963767290115356,0,1615.719,552.063,-3.181494,1.244084
118,96.42674255371094,682.9447021484375,241.9038848876953,949.6883544921875,0.6306742429733276,0,169.165,949.688,-0.716256,8.904505
118,1568.856201171875,325.0325927734375,1662.53515625,552.1209716796875,0.483737051486969,0,1615.696,552.121,-3.182231,1.245347
119,91.51309204101562,678.8131103515625,242.77899169921875,948.4251708984375,0.660295307636261,0,167.146,948.425,-0.681592,8.911264
119,1568.760498046875,325.10650634765625,1662.586669921875,552.1963500976562,0.4898536205291748,0,1615.674,552.196,-3.183232,1.246970
120,91.602294921875,677.50634765625,249.800048828125,950.673095703125,0.6579846143722534,0,170.701,950.673,-0.742872,8.899423
120,1568.2763671875,324.41888427734375,1661.246826171875,552.53662109375,0.5028294920921326,0,1614.762,552.537,-3.182666,1.254839
121,90.58822631835938,674.7225341796875,260.56982421875,955.5401611328125,0.5160574913024902,0,175.579,955.540,-0.855954,8.885355
121,1568.80078125,325.11712646484375,1662.662841796875,552.1119995117188,0.5039162039756775,0,1615.732,552.112,-3.182322,1.245131
122,1568.8580322265625,325.0087890625,1662.6956787109375,552.12890625,0.5156453847885132,0,1615.777,552.129,-3.182859,1.245461
122,107.10214233398438,670.8870849609375,258.7782897949219,950.2984619140625,0.47128620743751526,0,182.940,950.298,-0.811334,8.850490
122,94.92837524414062,672.9632568359375,303.99066162109375,994.5355224609375,0.3820849359035492,0,199.460,994.536,-1.591563,8.838108
123,1568.288818359375,324.619384765625,1661.328369140625,552.7239990234375,0.5263261198997498,0,1614.809,552.724,-3.185788,1.258797
123,90.12627410888672,674.2596435546875,304.52813720703125,985.9912109375,0.45313650369644165,0,197.327,985.991,-1.457839,8.836465
123,107.21893310546875,670.7440185546875,263.37628173828125,953.7115478515625,0.4221826195716858,0,185.298,953.712,-0.883579,8.845211
124,1568.234375,324.55914306640625,1661.3603515625,552.7772827148438,0.5369062423706055,0,1614.797,552.777,-3.186522,1.259939
124,89.65597534179688,673.6756591796875,308.52734375,994.6060791015625,0.4662063717842102,0,199.092,994.606,-1.590637,8.839500
124,106.22671508789062,669.5479736328125,264.4874267578125,952.8677978515625,0.39316338300704956,0,185.357,952.868,-0.869701,8.843993
125,1568.974853515625,325.169677734375,1662.659423828125,552.21044921875,0.5360396504402161,0,1615.817,552.210,-3.184342,1.247174
125,90.41918182373047,674.31201171875,308.548828125,996.1873779296875,0.46027809381484985,0,199.484,996.187,-1.614874,8.839802
125,107.781494140625,670.4609375,266.3614196777344,952.505615234375,0.3896430432796478,0,187.071,952.506,-0.873912,8.836857
126,1568.9793701171875,325.025390625,1662.7952880859375,552.1744384765625,0.5319110751152039,0,1615.887,552.174,-3.184238,1.246359
126,90.58727264404297,673.374267578125,305.74456787109375,992.5146484375,0.45985597372055054,0,198.166,992.515,-1.556205,8.840561
126,110.642578125,669.3094482421875,258.88909912109375,946.32080078125,0.40104061365127563,0,184.766,946.321,-0.753870,8.838568
127,1568.960693359375,324.985595703125,1662.848388671875,552.1346435546875,0.5304571986198425,0,1615.905,552.135,-3.183744,1.245498
127,89.85818481445312,673.373046875,310.8006591796875,1005.24951171875,0.4895797371864319,0,200.329,1005.250,-1.743777,8.846415
127,105.36639404296875,668.013427734375,266.736328125,953.751220703125,0.3653639256954193,0,186.051,953.751,-0.888775,8.842313
128,1568.9757080078125,324.86859130859375,1662.8502197265625,552.1058959960938,0.532799243927002,0,1615.913,552.106,-3.183363,1.244879
128,90.24256134033203,673.322021484375,305.47216796875,996.184814453125,0.4703829288482666,0,197.857,996.185,-1.606385,8.845608
128,104.72086334228516,668.021484375,264.9916687011719,954.3642578125,0.3858620226383209,0,184.856,954.364,-0.891910,8.847695
129,1568.9329833984375,324.92230224609375,1662.8751220703125,552.1235961914062,0.5255193710327148,0,1615.904,552.124,-3.183574,1.245263
129,109.2567138671875,668.0716552734375,259.32330322265625,945.582275390625,0.4513579308986664,0,184.290,945.582,-0.738069,8.839572
129,91.80081176757812,672.624267578125,287.3840637207031,976.0050048828125,0.42502182722091675,0,189.592,976.005,-1.266354,8.853995
130,1568.80517578125,324.9110107421875,1662.96826171875,552.1495361328125,0.5201890468597412,0,1615.887,552.150,-3.183858,1.245828
130,105.7551040649414,667.4591064453125,258.4873352050781,945.2296142578125,0.43194782733917236,0,182.121,945.230,-0.718473,8.847786
130,89.41488647460938,672.6097412109375,285.2983703613281,974.1802978515625,0.42522725462913513,0,187.357,974.180,-1.225789,8.860372
