frame,track_id,x1,y1,x2,y2,score,cls,feet_x,feet_y,three_x,three_z,zone,count
5,9,391,512,423,557,0.40487244725227356,0,407,557,nan,nan,,0
5,10,455,455,487,532,0.3874739408493042,0,471,532,8.072145462036133,4.244926452636719,WALKWAY_26,0
6,1,809,683,960,955,0.9651048183441162,0,884,955,-4.693751811981201,6.660315036773682,WALKWAY_16,0
6,2,846,528,960,650,0.854367196559906,0,903,650,-2.498429775238037,5.355356216430664,WALKWAY_1,0
6,3,1583,328,1693,523,0.6968660950660706,0,1638,523,-3.0546326637268066,1.402206540107727,WALKWAY_28,0
6,4,453,468,479,534,0.7076343894004822,0,466,534,8.053686141967773,4.289917469024658,WALKWAY_26,0
6,5,779,364,816,456,0.5643792152404785,0,797,456,4.579688549041748,1.5814645290374756,WALKWAY_29,0
6,6,730,377,777,472,0.4637484848499298,0,753,472,4.769224166870117,1.7871562242507935,WALKWAY_29,0
6,7,1411,329,1543,482,0.6340010166168213,0,1477,482,-2.1740472316741943,1.6414446830749512,WALKWAY_27,0
6,9,391,512,423,557,0.4043869972229004,0,407,557,nan,nan,,0
6,10,455,456,486,532,0.37615248560905457,0,470,532,8.094265937805176,4.24713134765625,WALKWAY_26,0
6,8,619,401,702,552,nan,0,660,552,2.870239496231079,4.244519233703613,WALKWAY_25,0
7,1,809,683,960,955,0.9650961756706238,0,884,955,-4.693751811981201,6.660315036773682,WALKWAY_16,0
7,2,846,528,960,650,0.8533788323402405,0,903,650,-2.498429775238037,5.355356216430664,WALKWAY_1,0
7,3,1583,328,1693,523,0.6976906657218933,0,1638,523,-3.0546326637268066,1.402206540107727,WALKWAY_28,0
7,4,453,468,479,534,0.7089539766311646,0,466,534,8.053686141967773,4.289917469024658,WALKWAY_26,0
7,5,779,364,815,456,0.5399720072746277,0,797,456,4.579688549041748,1.5814645290374756,WALKWAY_29,0
7,6,732,377,776,469,0.45548197627067566,0,754,469,4.88134241104126,1.7571877241134644,WALKWAY_29,0
7,7,1411,329,1543,482,0.6322641372680664,0,1477,482,-2.1740472316741943,1.6414446830749512,WALKWAY_27,0
7,9,391,512,423,557,0.399087518453598,0,407,557,nan,nan,,0
7,10,455,456,486,532,0.3772808015346527,0,470,532,8.094265937805176,4.24713134765625,WALKWAY_26,0
7,8,619,401,702,552,nan,0,660,552,2.870239496231079,4.244519233703613,WALKWAY_25,0
8,1,809,683,960,955,0.9639163017272949,0,884,955,-4.693751811981201,6.660315036773682,WALKWAY_16,0
8,2,846,528,960,650,0.8545884490013123,0,903,650,-2.498429775238037,5.355356216430664,WALKWAY_1,0
8,3,1583,328,1694,523,0.6979115605354309,0,1638,523,-3.0546326637268066,1.402206540107727,WALKWAY_28,0
8,4,453,469,479,534,0.7194271683692932,0,466,534,8.053686141967773,4.289917469024658,WALKWAY_26,0
8,5,779,365,815,456,0.5065529346466064,0,797,456,4.579688549041748,1.5814645290374756,WALKWAY_29,0
8,6,731,377,776,471,0.4213852882385254,0,753,471,4.812839508056641,1.7775826454162598,WALKWAY_29,0
8,7,1411,329,1543,482,0.633098304271698,0,1477,482,-2.1740472316741943,1.6414446830749512,WALKWAY_27,0
8,9,391,512,423,557,0.39239856600761414,0,407,557,nan,nan,,0
8,10,455,457,486,532,0.3692170977592468,0,470,532,8.094265937805176,4.24713134765625,WALKWAY_26,0
8,13,645,442,715,547,0.35048121213912964,0,680,547,2.7540671825408936,4.148049354553223,WALKWAY_25,0
8,8,619,401,702,552,nan,0,660,552,2.870239496231079,4.244519233703613,WALKWAY_25,0
9,1,809,683,960,955,0.9640594124794006,0,884,955,-4.693751811981201,6.660315036773682,WALKWAY_16,0
9,2,846,528,960,650,0.8541982769966125,0,903,650,-2.498429775238037,5.355356216430664,WALKWAY_1,0
9,3,1583,328,1694,523,0.6982367634773254,0,1638,523,-3.0546326637268066,1.402206540107727,WALKWAY_28,0
9,4,453,469,479,534,0.7415034770965576,0,466,534,8.053686141967773,4.289917469024658,WALKWAY_26,0
9,5,778,364,815,456,0.48740774393081665,0,796,456,4.600696563720703,1.582310438156128,WALKWAY_29,0
9,6,731,377,775,471,0.43139195442199707,0,753,471,4.812839508056641,1.7775826454162598,WALKWAY_29,0
9,7,1411,329,1543,482,0.6364730596542358,0,1477,482,-2.1740472316741943,1.6414446830749512,WALKWAY_27,0
9,9,390,512,423,557,0.41331925988197327,0,406,557,nan,nan,,0
9,10,455,457,486,532,0.3954402208328247,0,470,532,8.094265937805176,4.24713134765625,WALKWAY_26,0
9,13,645,442,715,548,0.326265424489975,0,680,548,2.705888032913208,4.166599273681641,WALKWAY_25,0
9,8,619,401,702,552,nan,0,660,552,2.870239496231079,4.244519233703613,WALKWAY_25,0
10,1,809,683,960,955,0.9644373059272766,0,884,955,-4.693751811981201,6.660315036773682,WALKWAY_16,0
10,2,847,528,960,650,0.8534479141235352,0,903,650,-2.498429775238037,5.355356216430664,WALKWAY_1,0
10,3,1583,328,1694,523,0.6968442797660828,0,1638,523,-3.0546326637268066,1.402206540107727,WALKWAY_28,0
10,4,453,470,479,535,0.7353184223175049,0,466,535,7.989316940307617,4.306847095489502,WALKWAY_26,0
10,5,778,364,814,456,0.5400845408439636,0,796,456,4.600696563720703,1.582310438156128,WALKWAY_29,0
10,6,731,378,776,471,0.4322243630886078,0,753,471,4.812839508056641,1.7775826454162598,WALKWAY_29,0
10,7,1411,329,1543,482,0.635387122631073,0,1477,482,-2.1740472316741943,1.6414446830749512,WALKWAY_27,0
10,9,391,512,423,557,0.42036208510398865,0,407,557,nan,nan,,0
10,10,455,457,486,532,0.36977651715278625,0,470,532,8.094265937805176,4.24713134765625,WALKWAY_26,0
10,13,645,442,716,548,0.3553991913795471,0,680,548,2.705888032913208,4.166599273681641,WALKWAY_25,0
10,8,619,401,702,552,nan,0,660,552,2.870239496231079,4.244519233703613,WALKWAY_25,0
11,1,809,683,960,955,0.964769721031189,0,884,955,-4.693751811981201,6.660315036773682,WALKWAY_16,0
11,2,847,528,960,648,0.8537277579307556,0,903,648,-2.472443103790283,5.338397979736328,WALKWAY_1,0
11,3,1583,328,1694,523,0.6971828937530518,0,1638,523,-3.0546326637268066,1.402206540107727,WALKWAY_28,0
11,4,453,470,478,534,0.7315470576286316,0,465,534,8.075775146484375,4.292125701904297,WALKWAY_26,0
11,5,778,364,814,456,0.5340471267700195,0,796,456,4.600696563720703,1.582310438156128,WALKWAY_29,0
11,6,731,377,775,471,0.42631852626800537,0,753,471,4.812839508056641,1.7775826454162598,WALKWAY_29,0
11,7,1411,329,1543,482,0.6355779767036438,0,1477,482,-2.1740472316741943,1.6414446830749512,WALKWAY_27,0
11,9,391,512,423,557,0.4221309721469879,0,407,557,nan,nan,,0
11,10,455,457,486,532,0.38374197483062744,0,470,532,8.094265937805176,4.24713134765625,WALKWAY_26,0
11,13,645,441,716,549,0.442790150642395,0,680,549,2.6586415767669678,4.184789657592773,WALKWAY_25,0
11,14,599,402,638,557,0.4512407183647156,0,618,557,3.0028738975524902,4.611433506011963,WALKWAY_3,0
11,8,619,401,702,552,nan,0,660,552,2.870239496231079,4.244519233703613,WALKWAY_25,0
12,1,809,683,960,955,0.9646938443183899,0,884,955,-4.693751811981201,6.660315036773682,WALKWAY_16,0
12,2,847,528,960,649,0.8539469838142395,0,903,649,-2.485461711883545,5.346893787384033,WALKWAY_1,0
12,3,1583,328,1694,523,0.70000159740448,0,1638,523,-3.0546326637268066,1.402206540107727,WALKWAY_28,0
12,4,452,470,478,535,0.7267496585845947,0,465,535,8.011374473571777,4.309055805206299,WALKWAY_26,0
12,5,778,364,814,456,0.5910363793373108,0,796,456,4.600696563720703,1.582310438156128,WALKWAY_29,0
12,6,732,378,775,472,0.4251457154750824,0,753,472,4.769224166870117,1.7871562242507935,WALKWAY_29,0
12,7,1411,329,1543,482,0.6356073617935181,0,1477,482,-2.1740472316741943,1.6414446830749512,WALKWAY_27,0
12,9,391,512,423,557,0.4039762616157532,0,407,557,nan,nan,,0
12,10,455,462,484,533,0.3468867838382721,0,469,533,8.051859855651855,4.266333103179932,WALKWAY_26,0
12,13,645,441,716,549,0.7129978537559509,0,680,549,2.6586415767669678,4.184789657592773,WALKWAY_25,0
12,14,597,401,637,557,0.6451051831245422,0,617,557,3.02764630317688,4.61584997177124,WALKWAY_3,0
12,8,619,401,702,552,nan,0,660,552,2.870239496231079,4.244519233703613,WALKWAY_25,0
13,1,810,684,960,955,0.9641643762588501,0,885,955,-4.694477081298828,6.656088352203369,WALKWAY_16,0
13,2,847,527,960,648,0.8565002679824829,0,903,648,-2.472443103790283,5.338397979736328,WALKWAY_1,0
13,3,1583,328,1694,523,0.6963981986045837,0,1638,523,-3.0546326637268066,1.402206540107727,WALKWAY_28,0
13,4,452,471,477,534,0.7320095300674438,0,464,534,8.097870826721191,4.294334411621094,WALKWAY_26,0
13,5,778,364,814,456,0.6222454309463501,0,796,456,4.600696563720703,1.582310438156128,WALKWAY_29,0
13,6,733,378,776,472,0.43501120805740356,0,754,472,4.749425411224365,1.7862337827682495,WALKWAY_29,0
13,7,1411,329,1543,482,0.655474066734314,0,1477,482,-2.1740472316741943,1.6414446830749512,WALKWAY_27,0
13,9,390,511,422,557,0.4304106533527374,0,406,557,nan,nan,,0
13,10,455,465,483,533,0.3022521138191223,0,469,533,8.051859855651855,4.266333103179932,WALKWAY_26,0
13,13,645,440,716,549,0.7703984379768372,0,680,549,2.6586415767669678,4.184789657592773,WALKWAY_25,0
13,14,596,401,635,553,0.6254462003707886,0,615,553,3.340756416320801,4.57547664642334,WALKWAY_3,0
13,8,619,401,702,552,nan,0,660,552,2.870239496231079,4.244519233703613,WALKWAY_25,0
14,1,810,684,961,956,0.9637675881385803,0,885,956,-4.696037292480469,6.657259941101074,WALKWAY_16,0
14,2,848,527,960,648,0.8611618876457214,0,904,648,-2.4776577949523926,5.33605432510376,WALKWAY_1,0
14,3,1583,327,1695,523,0.6973555088043213,0,1639,523,-3.0586156845092773,1.3980242013931274,WALKWAY_28,0
14,4,452,471,478,535,0.7435433864593506,0,465,535,8.011374473571777,4.309055805206299,WALKWAY_26,0
14,5,778,364,814,457,0.623613715171814,0,796,457,4.555706024169922,1.5936263799667358,WALKWAY_29,0
14,6,733,378,776,472,0.4273328483104706,0,754,472,4.749425411224365,1.7862337827682495,WALKWAY_29,0
14,7,1411,329,1543,482,0.6532148718833923,0,1477,482,-2.1740472316741943,1.6414446830749512,WALKWAY_27,0
14,9,390,511,422,556,0.43487921357154846,0,406,556,nan,nan,,0
14,10,455,466,483,534,0.3122730851173401,0,469,534,7.987456321716309,4.28329610824585,WALKWAY_26,0
14,13,644,440,715,549,0.8307061791419983,0,679,549,2.6760711669921875,4.1850152015686035,WALKWAY_25,0
14,14,594,402,632,550,0.4947354793548584,0,613,550,3.5947952270507812,4.546631813049316,WALKWAY_3,0
14,15,589,401,626,514,0.38696494698524475,0,607,514,6.228564262390137,3.639777898788452,WALKWAY_26,0
14,8,619,401,702,552,nan,0,660,552,2.870239496231079,4.244519233703613,WALKWAY_25,0
15,1,810,684,960,956,0.96342933177948,0,885,956,-4.696037292480469,6.657259941101074,WALKWAY_16,0
15,2,847,527,960,647,0.8636795878410339,0,903,647,-2.4593732357025146,5.329869270324707,WALKWAY_1,0
15,3,1583,327,1695,523,0.7010905146598816,0,1639,523,-3.0586156845092773,1.3980242013931274,WALKWAY_28,0
15,4,452,472,477,535,0.7361270785331726,0,464,535,8.033439636230469,4.311264991760254,WALKWAY_26,0
15,5,778,364,814,457,0.6088260412216187,0,796,457,4.555706024169922,1.5936263799667358,WALKWAY_29,0
15,6,733,378,776,472,0.4187059998512268,0,754,472,4.749425411224365,1.7862337827682495,WALKWAY_29,0
15,7,1411,329,1543,482,0.6505414247512817,0,1477,482,-2.1740472316741943,1.6414446830749512,WALKWAY_27,0
15,9,390,511,422,556,0.445697158575058,0,406,556,nan,nan,,0
15,13,644,439,715,549,0.7922040820121765,0,679,549,2.6760711669921875,4.1850152015686035,WALKWAY_25,0
15,15,590,402,629,520,0.4661024510860443,0,609,520,5.811836242675781,3.7404463291168213,WALKWAY_26,0
15,8,619,401,702,552,nan,0,660,552,2.870239496231079,4.244519233703613,WALKWAY_25,0
15,10,455,466,483,534,nan,0,469,534,7.987456321716309,4.28329610824585,WALKWAY_26,0
15,14,594,402,632,550,nan,0,613,550,3.5947952270507812,4.546631813049316,WALKWAY_3,0
16,1,809,683,960,956,0.9637827277183533,0,884,956,-4.695311069488525,6.661486625671387,WALKWAY_16,0
16,2,848,527,960,647,0.8678487539291382,0,904,647,-2.4646055698394775,5.327525615692139,WALKWAY_1,0
16,3,1583,328,1695,523,0.7049277424812317,0,1639,523,-3.0586156845092773,1.3980242013931274,WALKWAY_28,0
16,4,452,473,477,535,0.729828417301178,0,464,535,8.033439636230469,4.311264991760254,WALKWAY_26,0
16,5,778,364,814,457,0.6120719909667969,0,796,457,4.555706024169922,1.5936263799667358,WALKWAY_29,0
16,6,733,378,776,472,0.4548751711845398,0,754,472,4.749425411224365,1.7862337827682495,WALKWAY_29,0
16,7,1411,329,1543,482,0.6470986604690552,0,1477,482,-2.1740472316741943,1.6414446830749512,WALKWAY_27,0
16,9,390,511,422,556,0.42259517312049866,0,406,556,nan,nan,,0
16,13,644,439,714,549,0.7207687497138977,0,679,549,2.6760711669921875,4.1850152015686035,WALKWAY_25,0
16,15,590,402,628,519,0.4939129650592804,0,609,519,5.873712539672852,3.7230494022369385,WALKWAY_26,0
16,10,455,466,483,534,nan,0,469,534,7.987456321716309,4.28329610824585,WALKWAY_26,0
16,14,594,402,632,550,nan,0,613,550,3.5947952270507812,4.546631813049316,WALKWAY_3,0
17,1,810,684,960,956,0.9636374711990356,0,885,956,-4.696037292480469,6.657259941101074,WALKWAY_16,0
17,2,848,527,960,647,0.8672979474067688,0,904,647,-2.4646055698394775,5.327525615692139,WALKWAY_1,0
17,3,1582,327,1695,523,0.7058476209640503,0,1638,523,-3.0546326637268066,1.402206540107727,WALKWAY_28,0
17,4,452,474,477,535,0.7542449235916138,0,464,535,8.033439636230469,4.311264991760254,WALKWAY_26,0
17,5,778,364,814,457,0.59236079454422,0,796,457,4.555706024169922,1.5936263799667358,WALKWAY_29,0
17,6,734,378,776,472,0.4587826132774353,0,755,472,4.72965145111084,1.7853124141693115,WALKWAY_29,0
17,7,1411,329,1543,482,0.6438804864883423,0,1477,482,-2.1740472316741943,1.6414446830749512,WALKWAY_27,0
17,9,390,511,422,556,0.42232298851013184,0,406,556,nan,nan,,0
17,13,643,439,714,549,0.7331730723381042,0,678,549,2.6935863494873047,4.185241222381592,WALKWAY_25,0
17,15,589,402,628,519,0.47159048914909363,0,608,519,5.895374774932861,3.725165843963623,WALKWAY_26,0
17,10,455,466,483,534,nan,0,469,534,7.987456321716309,4.28329610824585,WALKWAY_26,0
17,14,594,402,632,550,nan,0,613,550,3.5947952270507812,4.546631813049316,WALKWAY_3,0
18,1,809,684,960,956,0.9644122123718262,0,884,956,-4.695311069488525,6.661486625671387,WALKWAY_16,0
18,2,847,527,960,647,0.8670811653137207,0,903,647,-2.4593732357025146,5.329869270324707,WALKWAY_1,0
18,3,1582,328,1695,523,0.7083522081375122,0,1638,523,-3.0546326637268066,1.402206540107727,WALKWAY_28,0
18,4,453,474,477,535,0.7523915767669678,0,465,535,8.011374473571777,4.309055805206299,WALKWAY_26,0
18,5,778,364,814,457,0.6151087880134583,0,796,457,4.555706024169922,1.5936263799667358,WALKWAY_29,0
18,6,734,378,776,472,0.4379529058933258,0,755,472,4.72965145111084,1.7853124141693115,WALKWAY_29,0
18,7,1411,329,1543,482,0.6374107003211975,0,1477,482,-2.1740472316741943,1.6414446830749512,WALKWAY_27,0
18,9,390,511,422,556,0.41857436299324036,0,406,556,nan,nan,,0
18,13,643,439,714,549,0.7497339248657227,0,678,549,2.6935863494873047,4.185241222381592,WALKWAY_25,0
18,15,588,402,626,516,0.5593770146369934,0,607,516,6.103586196899414,3.6748836040496826,WALKWAY_26,0
18,10,455,466,483,534,nan,0,469,534,7.987456321716309,4.28329610824585,WALKWAY_26,0
18,14,594,402,632,550,nan,0,613,550,3.5947952270507812,4.546631813049316,WALKWAY_3,0
19,1,809,684,960,956,0.9650501012802124,0,884,956,-4.695311069488525,6.661486625671387,WALKWAY_16,0
19,2,847,527,960,647,0.861578643321991,0,903,647,-2.4593732357025146,5.329869270324707,WALKWAY_1,0
19,3,1582,328,1695,523,0.7079401612281799,0,1638,523,-3.0546326637268066,1.402206540107727,WALKWAY_28,0
19,4,452,475,477,535,0.7442638278007507,0,464,535,8.033439636230469,4.311264991760254,WALKWAY_26,0
19,5,778,364,814,457,0.6176668405532837,0,796,457,4.555706024169922,1.5936263799667358,WALKWAY_29,0
19,6,734,379,776,472,0.44462570548057556,0,755,472,4.72965145111084,1.7853124141693115,WALKWAY_29,0
19,7,1411,329,1543,482,0.6286941170692444,0,1477,482,-2.1740472316741943,1.6414446830749512,WALKWAY_27,0
19,9,390,511,422,556,0.4338077902793884,0,406,556,nan,nan,,0
19,13,643,439,714,548,0.74298495054245,0,678,548,2.7414112091064453,4.166964530944824,WALKWAY_25,0
19,15,587,402,626,515,0.5395583510398865,0,606,515,6.187808990478516,3.659464120864868,WALKWAY_26,0
19,10,455,466,483,534,nan,0,469,534,7.987456321716309,4.28329610824585,WALKWAY_26,0
19,14,594,402,632,550,nan,0,613,550,3.5947952270507812,4.546631813049316,WALKWAY_3,0
20,1,810,684,960,955,0.9649401903152466,0,885,955,-4.694477081298828,6.656088352203369,WALKWAY_16,0
20,2,848,527,960,647,0.8570421934127808,0,904,647,-2.4646055698394775,5.327525615692139,WALKWAY_1,0
20,3,1583,327,1696,523,0.7167659401893616,0,1639,523,-3.0586156845092773,1.3980242013931274,WALKWAY_28,0
20,4,453,475,478,536,0.7145732045173645,0,465,536,7.947102069854736,4.325952529907227,WALKWAY_26,0
20,5,777,364,813,457,0.638676106929779,0,795,457,4.576586723327637,1.5944759845733643,WALKWAY_29,0
20,6,735,379,777,471,0.4262751042842865,0,756,471,4.753100395202637,1.7748212814331055,WALKWAY_29,0
20,7,1409,328,1543,484,0.5831415057182312,0,1476,484,-2.190732717514038,1.6529768705368042,WALKWAY_27,0
20,9,390,511,422,556,0.3377663493156433,0,406,556,nan,nan,,0
20,13,643,439,713,548,0.7543814182281494,0,678,548,2.7414112091064453,4.166964530944824,WALKWAY_25,0
20,15,586,404,626,515,0.5793256163597107,0,606,515,6.187808990478516,3.659464120864868,WALKWAY_26,0
20,10,455,466,483,534,nan,0,469,534,7.987456321716309,4.28329610824585,WALKWAY_26,0
20,14,594,402,632,550,nan,0,613,550,3.5947952270507812,4.546631813049316,WALKWAY_3,0
21,1,810,684,960,954,0.9644259810447693,0,885,954,-4.692917823791504,6.654916763305664,WALKWAY_16,0
21,2,847,527,960,647,0.8592886924743652,0,903,647,-2.4593732357025146,5.329869270324707,WALKWAY_1,0
21,3,1583,327,1697,523,0.7135598063468933,0,1640,523,-3.0626063346862793,1.393833875656128,WALKWAY_28,0
21,4,454,475,478,536,0.708716869354248,0,466,536,7.925075054168701,4.32374382019043,WALKWAY_26,0
21,5,777,365,813,458,0.6514855027198792,0,795,458,4.531976222991943,1.605660319328308,WALKWAY_29,0
21,6,736,379,777,471,0.4453960061073303,0,756,471,4.753100395202637,1.7748212814331055,WALKWAY_29,0
21,7,1409,328,1544,485,0.5840544104576111,0,1476,485,-2.2010419368743896,1.6584924459457397,WALKWAY_27,0
21,9,390,511,422,555,0.3151206970214844,0,406,555,nan,nan,,0
21,13,643,439,713,548,0.7609215378761292,0,678,548,2.7414112091064453,4.166964530944824,WALKWAY_25,0
21,15,585,404,626,518,0.5818738341331482,0,605,518,6.02251672744751,3.7140860557556152,WALKWAY_26,0
21,10,455,466,483,534,nan,0,469,534,7.987456321716309,4.28329610824585,WALKWAY_26,0
21,14,594,402,632,550,nan,0,613,550,3.5947952270507812,4.546631813049316,WALKWAY_3,0
22,1,811,684,960,953,0.9644611477851868,0,885,953,-4.69135856628418,6.653746128082275,WALKWAY_16,0
22,2,847,527,960,647,0.8592824935913086,0,903,647,-2.4593732357025146,5.329869270324707,WALKWAY_1,0
22,3,1583,327,1697,523,0.7146865725517273,0,1640,523,-3.0626063346862793,1.393833875656128,WALKWAY_28,0
22,4,454,475,478,536,0.7076812982559204,0,466,536,7.925075054168701,4.32374382019043,WALKWAY_26,0
22,5,778,365,813,458,0.6554181575775146,0,795,458,4.531976222991943,1.605660319328308,WALKWAY_29,0
22,6,736,379,777,471,0.4599761962890625,0,756,471,4.753100395202637,1.7748212814331055,WALKWAY_29,0
22,7,1411,329,1543,483,0.5824188590049744,0,1477,483,-2.184448003768921,1.647015929222107,WALKWAY_27,0
22,9,390,511,422,556,0.33568310737609863,0,406,556,nan,nan,,0
22,13,643,439,713,548,0.7677759528160095,0,678,548,2.7414112091064453,4.166964530944824,WALKWAY_25,0
22,15,584,404,625,514,0.5691025257110596,0,604,514,6.294061183929443,3.6461265087127686,WALKWAY_26,0
22,10,455,466,483,534,nan,0,469,534,7.987456321716309,4.28329610824585,WALKWAY_26,0
22,14,594,402,632,550,nan,0,613,550,3.5947952270507812,4.546631813049316,WALKWAY_3,0
23,1,811,684,960,954,0.9647349715232849,0,885,954,-4.692917823791504,6.654916763305664,WALKWAY_16,0
