frame,track_id,x1,y1,x2,y2,score,cls,feet_x,feet_y,three_x,three_z,zone,aspect_ratio
5,3,1582,328,1693,523,0.6973646283149719,0,1637,523,-3.0506575107574463,1.4063806533813477,WALKWAY_28,1.7567567567567568
5,4,453,467,479,534,0.7082151770591736,0,466,534,8.053686141967773,4.289917469024658,WALKWAY_26,2.576923076923077
5,5,779,364,815,456,0.5975981950759888,0,797,456,4.579688549041748,1.5814645290374756,WALKWAY_29,2.5555555555555554
5,6,731,377,777,472,0.5017210245132446,0,754,472,4.749425411224365,1.7862337827682495,WALKWAY_29,2.0652173913043477
5,7,1411,329,1543,482,0.6335363388061523,0,1477,482,-2.1740472316741943,1.6414446830749512,WALKWAY_27,1.1590909090909092
6,1,809,683,960,955,0.9651046991348267,0,884,955,-4.693751811981201,6.660315036773682,WALKWAY_16,1.8013245033112584
6,2,846,528,960,650,0.8543675541877747,0,903,650,-1.4630366563796997,5.180088520050049,WALKWAY_1,1.0701754385964912
6,3,1583,328,1693,523,0.6968662142753601,0,1638,523,-3.0546326637268066,1.402206540107727,WALKWAY_28,1.7727272727272727
6,4,453,468,479,534,0.7076348066329956,0,466,534,8.053686141967773,4.289917469024658,WALKWAY_26,2.5384615384615383
6,5,779,364,816,456,0.5643791556358337,0,797,456,4.579688549041748,1.5814645290374756,WALKWAY_29,2.4864864864864864
6,7,1411,329,1543,482,0.6340016722679138,0,1477,482,-2.1740472316741943,1.6414446830749512,WALKWAY_27,1.1590909090909092
7,1,809,683,960,955,0.9650961756706238,0,884,955,-4.693751811981201,6.660315036773682,WALKWAY_16,1.8013245033112584
7,2,846,528,960,650,0.8533790111541748,0,903,650,-1.4630366563796997,5.180088520050049,WALKWAY_1,1.0701754385964912
7,3,1583,328,1693,523,0.6976898908615112,0,1638,523,-3.0546326637268066,1.402206540107727,WALKWAY_28,1.7727272727272727
7,4,453,468,479,534,0.7089545726776123,0,466,534,8.053686141967773,4.289917469024658,WALKWAY_26,2.5384615384615383
7,5,779,364,815,456,0.5399724245071411,0,797,456,4.579688549041748,1.5814645290374756,WALKWAY_29,2.5555555555555554
7,7,1411,329,1543,482,0.6322640180587769,0,1477,482,-2.1740472316741943,1.6414446830749512,WALKWAY_27,1.1590909090909092
8,1,809,683,960,955,0.9639161825180054,0,884,955,-4.693751811981201,6.660315036773682,WALKWAY_16,1.8013245033112584
8,2,846,528,960,650,0.8545891046524048,0,903,650,-1.4630366563796997,5.180088520050049,WALKWAY_1,1.0701754385964912
8,3,1583,328,1694,523,0.69791179895401,0,1638,523,-3.0546326637268066,1.402206540107727,WALKWAY_28,1.7567567567567568
8,4,453,469,479,534,0.719427764415741,0,466,534,8.053686141967773,4.289917469024658,WALKWAY_26,2.5
8,5,779,365,815,456,0.5065533518791199,0,797,456,4.579688549041748,1.5814645290374756,WALKWAY_29,2.5277777777777777
8,7,1411,329,1543,482,0.6330981850624084,0,1477,482,-2.1740472316741943,1.6414446830749512,WALKWAY_27,1.1590909090909092
9,1,809,683,960,955,0.9640594124794006,0,884,955,-4.693751811981201,6.660315036773682,WALKWAY_16,1.8013245033112584
9,2,846,528,960,650,0.8541982769966125,0,903,650,-1.4630366563796997,5.180088520050049,WALKWAY_1,1.0701754385964912
9,3,1583,328,1694,523,0.6982370018959045,0,1638,523,-3.0546326637268066,1.402206540107727,WALKWAY_28,1.7567567567567568
9,4,453,469,479,534,0.741502046585083,0,466,534,8.053686141967773,4.289917469024658,WALKWAY_26,2.5
9,7,1411,329,1543,482,0.6364731788635254,0,1477,482,-2.1740472316741943,1.6414446830749512,WALKWAY_27,1.1590909090909092
10,1,809,683,960,955,0.9644374251365662,0,884,955,-4.693751811981201,6.660315036773682,WALKWAY_16,1.8013245033112584
10,2,847,528,960,650,0.853448212146759,0,903,650,-1.45640230178833,5.178416728973389,WALKWAY_1,1.079646017699115
10,3,1583,328,1694,523,0.6968441605567932,0,1638,523,-3.0546326637268066,1.402206540107727,WALKWAY_28,1.7567567567567568
10,4,453,470,479,535,0.7353187799453735,0,466,535,7.989316940307617,4.306847095489502,WALKWAY_26,2.5
10,7,1411,329,1543,482,0.6353870630264282,0,1477,482,-2.1740472316741943,1.6414446830749512,WALKWAY_27,1.1590909090909092
10,5,778,364,814,456,0.5400844812393188,0,796,456,4.600696563720703,1.582310438156128,WALKWAY_29,2.5555555555555554
11,1,809,683,960,955,0.964769721031189,0,884,955,-4.693751811981201,6.660315036773682,WALKWAY_16,1.8013245033112584
11,2,847,528,960,648,0.8537275195121765,0,903,648,-1.3985189199447632,5.163829803466797,WALKWAY_1,1.0619469026548674
11,3,1583,328,1694,523,0.6971826553344727,0,1638,523,-3.0546326637268066,1.402206540107727,WALKWAY_28,1.7567567567567568
11,4,453,470,478,534,0.7315480709075928,0,465,534,8.075775146484375,4.292125701904297,WALKWAY_26,2.56
