frame,track_id,x1,y1,x2,y2,score,cls,feet_x,feet_y,three_x,three_z,zone,aspect_ratio
10,7,1411,329,1543,482,0.635387122631073,0,1477,482,-2.1740472316741943,1.6414446830749512,WALKWAY_27,1.1590909090909092
10,5,778,364,814,456,0.5400845408439636,0,796,456,4.600696563720703,1.582310438156128,WALKWAY_29,2.5555555555555554
11,1,809,683,960,955,0.964769721031189,0,884,955,-4.693751811981201,6.660315036773682,WALKWAY_16,1.8013245033112584
11,2,847,528,960,648,0.8537277579307556,0,903,648,-1.5838137865066528,5.210524559020996,WALKWAY_1,1.0619469026548674
11,3,1583,328,1694,523,0.6971828937530518,0,1638,523,-3.0546326637268066,1.402206540107727,WALKWAY_28,1.7567567567567568
11,4,453,470,478,534,0.7315470576286316,0,465,534,8.075775146484375,4.292125701904297,WALKWAY_26,2.56
11,7,1411,329,1543,482,0.6355779767036438,0,1477,482,-2.1740472316741943,1.6414446830749512,WALKWAY_27,1.1590909090909092
11,5,778,364,814,456,0.5340471267700195,0,796,456,4.600696563720703,1.582310438156128,WALKWAY_29,2.5555555555555554
12,1,809,683,960,955,0.9646938443183899,0,884,955,-4.693751811981201,6.660315036773682,WALKWAY_16,1.8013245033112584
12,2,847,528,960,649,0.8539469838142395,0,903,649,-1.6136903762817383,5.218053817749023,WALKWAY_1,1.0707964601769913
12,3,1583,328,1694,523,0.70000159740448,0,1638,523,-3.0546326637268066,1.402206540107727,WALKWAY_28,1.7567567567567568
12,4,452,470,478,535,0.7267496585845947,0,465,535,8.011374473571777,4.309055805206299,WALKWAY_26,2.5
12,7,1411,329,1543,482,0.6356073617935181,0,1477,482,-2.1740472316741943,1.6414446830749512,WALKWAY_27,1.1590909090909092
12,5,778,364,814,456,0.5910363793373108,0,796,456,4.600696563720703,1.582310438156128,WALKWAY_29,2.5555555555555554
12,8,651,440,710,548,0.7129978537559509,0,680,548,2.705888032913208,4.166599273681641,WALKWAY_25,1.8305084745762712
13,1,810,684,960,955,0.9641643762588501,0,885,955,-4.694477081298828,6.656088352203369,WALKWAY_16,1.8066666666666666
13,2,847,527,960,648,0.8565002679824829,0,903,648,-1.5792310237884521,5.209370136260986,WALKWAY_1,1.0707964601769913
13,3,1583,328,1694,523,0.6963981986045837,0,1638,523,-3.0546326637268066,1.402206540107727,WALKWAY_28,1.7567567567567568
13,4,452,471,477,534,0.7320095300674438,0,464,534,8.097870826721191,4.294334411621094,WALKWAY_26,2.52
13,7,1411,329,1543,482,0.655474066734314,0,1477,482,-2.1740472316741943,1.6414446830749512,WALKWAY_27,1.1590909090909092
13,5,778,364,814,456,0.6222454309463501,0,796,456,4.600696563720703,1.582310438156128,WALKWAY_29,2.5555555555555554
13,9,590,401,640,552,0.6254462003707886,0,615,552,3.4076108932495117,4.562978267669678,WALKWAY_3,3.02
13,8,650,441,710,548,0.7703984379768372,0,680,548,5.974234580993652,3.5091793537139893,WALKWAY_25,1.7833333333333334
14,1,810,684,961,956,0.9637675881385803,0,885,956,-4.696037292480469,6.657259941101074,WALKWAY_16,1.8013245033112584
14,2,848,527,960,648,0.8611618876457214,0,904,648,-1.587764859199524,5.205896854400635,WALKWAY_1,1.0803571428571428
14,3,1583,327,1695,523,0.6973555088043213,0,1639,523,-3.0586156845092773,1.3980242013931274,WALKWAY_28,1.75
14,4,452,471,478,535,0.7435433864593506,0,465,535,8.011374473571777,4.309055805206299,WALKWAY_26,2.4615384615384617
14,7,1411,329,1543,482,0.6532148718833923,0,1477,482,-2.1740472316741943,1.6414446830749512,WALKWAY_27,1.1590909090909092
14,5,778,364,814,457,0.623613715171814,0,796,457,4.555706024169922,1.5936263799667358,WALKWAY_29,2.5833333333333335
14,8,650,441,710,549,0.8307061791419983,0,680,549,2.6586415767669678,4.184789657592773,WALKWAY_25,1.8
15,1,810,684,960,956,0.96342933177948,0,885,956,-4.696037292480469,6.657259941101074,WALKWAY_16,1.8133333333333332
15,2,847,527,960,647,0.8636795878410339,0,903,647,-1.5492299795150757,5.201809406280518,WALKWAY_1,1.0619469026548674
15,3,1583,327,1695,523,0.7010905146598816,0,1639,523,-3.0586156845092773,1.3980242013931274,WALKWAY_28,1.75
15,4,452,472,477,535,0.7361270785331726,0,464,535,8.033439636230469,4.311264991760254,WALKWAY_26,2.52
15,7,1411,329,1543,482,0.6505414247512817,0,1477,482,-2.1740472316741943,1.6414446830749512,WALKWAY_27,1.1590909090909092
15,5,778,364,814,457,0.6088260412216187,0,796,457,4.555706024169922,1.5936263799667358,WALKWAY_29,2.5833333333333335
15,8,650,441,710,548,0.7922040820121765,0,680,548,5.974234580993652,3.5091793537139893,WALKWAY_25,1.7833333333333334
16,1,809,683,960,956,0.9637827277183533,0,884,956,-4.695311069488525,6.661486625671387,WALKWAY_16,1.8079470198675496
16,2,848,527,960,647,0.8678487539291382,0,904,647,-1.5578349828720093,5.1983442306518555,WALKWAY_1,1.0714285714285714
16,3,1583,328,1695,523,0.7049277424812317,0,1639,523,-3.0586156845092773,1.3980242013931274,WALKWAY_28,1.7410714285714286
16,4,452,473,477,535,0.729828417301178,0,464,535,8.033439636230469,4.311264991760254,WALKWAY_26,2.48
16,7,1411,329,1543,482,0.6470986604690552,0,1477,482,-2.1740472316741943,1.6414446830749512,WALKWAY_27,1.1590909090909092
16,5,778,364,814,457,0.6120719909667969,0,796,457,4.555706024169922,1.5936263799667358,WALKWAY_29,2.5833333333333335
16,8,649,440,710,548,0.7207687497138977,0,679,548,5.998192310333252,3.510023832321167,WALKWAY_25,1.7704918032786885
17,1,810,684,960,956,0.9636374711990356,0,885,956,-4.696037292480469,6.657259941101074,WALKWAY_16,1.8133333333333332
17,2,848,527,960,647,0.8672979474067688,0,904,647,-1.5578349828720093,5.1983442306518555,WALKWAY_1,1.0714285714285714
17,3,1582,327,1695,523,0.7058476209640503,0,1638,523,-3.0546326637268066,1.402206540107727,WALKWAY_28,1.7345132743362832
17,4,452,474,477,535,0.7542449235916138,0,464,535,8.033439636230469,4.311264991760254,WALKWAY_26,2.44
17,7,1411,329,1543,482,0.6438804864883423,0,1477,482,-2.1740472316741943,1.6414446830749512,WALKWAY_27,1.1590909090909092
17,5,778,364,814,457,0.59236079454422,0,796,457,4.555706024169922,1.5936263799667358,WALKWAY_29,2.5833333333333335
17,8,648,440,710,548,0.7331730723381042,0,679,548,5.998192310333252,3.510023832321167,WALKWAY_25,1.7419354838709677
18,1,809,684,960,956,0.9644122123718262,0,884,956,-4.695311069488525,6.661486625671387,WALKWAY_16,1.8013245033112584
18,2,847,527,960,647,0.8670811653137207,0,903,647,-1.5492299795150757,5.201809406280518,WALKWAY_1,1.0619469026548674
18,3,1582,328,1695,523,0.7083522081375122,0,1638,523,-3.0546326637268066,1.402206540107727,WALKWAY_28,1.7256637168141593
18,4,453,474,477,535,0.7523915767669678,0,465,535,8.011374473571777,4.309055805206299,WALKWAY_26,2.5416666666666665
18,7,1411,329,1543,482,0.6374107003211975,0,1477,482,-2.1740472316741943,1.6414446830749512,WALKWAY_27,1.1590909090909092
18,5,778,364,814,457,0.6151087880134583,0,796,457,4.555706024169922,1.5936263799667358,WALKWAY_29,2.5833333333333335
18,8,647,440,710,548,0.7497339248657227,0,678,548,6.022156715393066,3.510868787765503,WALKWAY_25,1.7142857142857142
18,9,588,402,626,515,0.5593770146369934,0,607,515,6.166013717651367,3.657348155975342,WALKWAY_26,2.973684210526316
19,1,809,684,960,956,0.9650501012802124,0,884,956,-4.695311069488525,6.661486625671387,WALKWAY_16,1.8013245033112584
19,2,847,527,960,647,0.861578643321991,0,903,647,-1.5492299795150757,5.201809406280518,WALKWAY_1,1.0619469026548674
19,3,1582,328,1695,523,0.7079401612281799,0,1638,523,-3.0546326637268066,1.402206540107727,WALKWAY_28,1.7256637168141593
19,4,452,475,477,535,0.7442638278007507,0,464,535,8.033439636230469,4.311264991760254,WALKWAY_26,2.4
19,7,1411,329,1543,482,0.6286941170692444,0,1477,482,-2.1740472316741943,1.6414446830749512,WALKWAY_27,1.1590909090909092
19,5,778,364,814,457,0.6176668405532837,0,796,457,4.555706024169922,1.5936263799667358,WALKWAY_29,2.5833333333333335
19,8,647,440,710,548,0.74298495054245,0,678,548,6.022156715393066,3.510868787765503,WALKWAY_25,1.7142857142857142
19,9,587,402,626,514,0.5395583510398865,0,606,514,6.250390529632568,3.6418933868408203,WALKWAY_26,2.871794871794872
20,1,810,684,960,955,0.9649401903152466,0,885,955,-4.694477081298828,6.656088352203369,WALKWAY_16,1.8066666666666666
20,2,848,527,960,647,0.8570421934127808,0,904,647,-1.5578349828720093,5.1983442306518555,WALKWAY_1,1.0714285714285714
20,3,1583,327,1696,523,0.7167659401893616,0,1639,523,-3.0586156845092773,1.3980242013931274,WALKWAY_28,1.7345132743362832
20,4,453,475,478,536,0.7145732045173645,0,465,536,7.947102069854736,4.325952529907227,WALKWAY_26,2.44
20,7,1409,328,1543,484,0.5831415057182312,0,1476,484,-2.190732717514038,1.6529768705368042,WALKWAY_27,1.164179104477612
20,5,778,364,813,457,0.638676106929779,0,795,457,4.576586723327637,1.5944759845733643,WALKWAY_29,2.657142857142857
20,8,647,440,710,548,0.7543814182281494,0,678,548,6.022156715393066,3.510868787765503,WALKWAY_25,1.7142857142857142
20,9,586,404,625,514,0.5793256163597107,0,605,514,6.272222995758057,3.644009828567505,WALKWAY_26,2.8205128205128207
21,1,810,684,960,954,0.9644259810447693,0,885,954,-4.692917823791504,6.654916763305664,WALKWAY_16,1.8
21,2,847,527,960,647,0.8592886924743652,0,903,647,-1.5492299795150757,5.201809406280518,WALKWAY_1,1.0619469026548674
21,3,1583,327,1697,523,0.7135598063468933,0,1640,523,-3.0626063346862793,1.393833875656128,WALKWAY_28,1.719298245614035
21,4,454,475,478,536,0.708716869354248,0,466,536,7.925075054168701,4.32374382019043,WALKWAY_26,2.5416666666666665
21,7,1409,328,1544,485,0.5840544104576111,0,1476,485,-2.2010419368743896,1.6584924459457397,WALKWAY_27,1.162962962962963
21,5,777,365,813,458,0.6514855027198792,0,795,458,4.531976222991943,1.605660319328308,WALKWAY_29,2.5833333333333335
21,8,646,439,711,548,0.7609215378761292,0,678,548,6.022156715393066,3.510868787765503,WALKWAY_25,1.676923076923077
21,9,585,404,626,516,0.5818738341331482,0,605,516,6.147122859954834,3.679117202758789,WALKWAY_26,2.731707317073171
22,1,811,684,960,953,0.9644611477851868,0,885,953,-4.69135856628418,6.653746128082275,WALKWAY_16,1.8053691275167785
22,2,847,527,960,647,0.8592824935913086,0,903,647,-1.5492299795150757,5.201809406280518,WALKWAY_1,1.0619469026548674
22,3,1583,327,1697,523,0.7146865725517273,0,1640,523,-3.0626063346862793,1.393833875656128,WALKWAY_28,1.719298245614035
22,4,454,475,478,536,0.7076812982559204,0,466,536,7.925075054168701,4.32374382019043,WALKWAY_26,2.5416666666666665
22,7,1411,329,1543,483,0.5824188590049744,0,1477,483,-2.184448003768921,1.647015929222107,WALKWAY_27,1.1666666666666667
22,5,778,365,813,458,0.6554181575775146,0,795,458,4.531976222991943,1.605660319328308,WALKWAY_29,2.657142857142857
22,8,646,439,711,548,0.7677759528160095,0,678,548,6.022156715393066,3.510868787765503,WALKWAY_25,1.676923076923077
22,9,584,404,625,513,0.5691025257110596,0,604,513,6.356828212738037,3.6285202503204346,WALKWAY_26,2.658536585365854
23,1,811,684,960,954,0.9647349715232849,0,885,954,-4.692917823791504,6.654916763305664,WALKWAY_16,1.8120805369127517
23,2,847,527,960,647,0.8603394031524658,0,903,647,-1.5492299795150757,5.201809406280518,WALKWAY_1,1.0619469026548674
23,3,1583,327,1697,523,0.7145606875419617,0,1640,523,-3.0626063346862793,1.393833875656128,WALKWAY_28,1.719298245614035
23,4,454,474,479,536,0.6896491646766663,0,466,536,7.925075054168701,4.32374382019043,WALKWAY_26,2.48
23,7,1411,329,1543,482,0.5563443899154663,0,1477,482,-2.1740472316741943,1.6414446830749512,WALKWAY_27,1.1590909090909092
23,5,778,365,813,458,0.6484916806221008,0,795,458,4.531976222991943,1.605660319328308,WALKWAY_29,2.657142857142857
23,8,645,439,711,548,0.7876920700073242,0,678,548,6.022156715393066,3.510868787765503,WALKWAY_25,1.6515151515151516
23,9,582,404,625,512,0.561521589756012,0,603,512,6.441625118255615,3.6129956245422363,WALKWAY_26,2.511627906976744
24,1,811,684,960,954,0.9642909169197083,0,885,954,-4.692917823791504,6.654916763305664,WALKWAY_16,1.8120805369127517
24,2,847,527,960,647,0.862369954586029,0,903,647,-1.5492299795150757,5.201809406280518,WALKWAY_1,1.0619469026548674
24,3,1583,327,1698,523,0.7176179885864258,0,1640,523,-3.0626063346862793,1.393833875656128,WALKWAY_28,1.7043478260869565
24,4,454,473,480,536,0.6507989168167114,0,467,536,7.903054237365723,4.321535587310791,WALKWAY_26,2.423076923076923
24,7,1412,329,1543,482,0.5893368124961853,0,1477,482,-2.1740472316741943,1.6414446830749512,WALKWAY_27,1.16793893129771
24,5,778,365,813,457,0.653718888759613,0,795,457,4.576586723327637,1.5944759845733643,WALKWAY_29,2.6285714285714286
24,8,645,439,711,548,0.786762535572052,0,678,548,6.022156715393066,3.510868787765503,WALKWAY_25,1.6515151515151516
24,9,579,402,626,522,0.5252863168716431,0,602,522,5.839583396911621,3.7899723052978516,WALKWAY_26,2.5531914893617023
24,6,734,379,778,471,0.5219957828521729,0,756,471,4.753100395202637,1.7748212814331055,WALKWAY_29,2.090909090909091
25,1,811,684,960,954,0.964743435382843,0,885,954,-4.692917823791504,6.654916763305664,WALKWAY_16,1.8120805369127517
25,2,847,527,960,647,0.8612655997276306,0,903,647,-1.5492299795150757,5.201809406280518,WALKWAY_1,1.0619469026548674
25,3,1583,327,1698,523,0.7170521020889282,0,1640,523,-3.0626063346862793,1.393833875656128,WALKWAY_28,1.7043478260869565
25,4,454,472,480,536,0.6598459482192993,0,467,536,7.903054237365723,4.321535587310791,WALKWAY_26,2.4615384615384617
25,7,1412,329,1543,482,0.59580397605896,0,1477,482,-2.1740472316741943,1.6414446830749512,WALKWAY_27,1.16793893129771
25,5,779,366,814,457,0.6403325200080872,0,796,457,4.555706024169922,1.5936263799667358,WALKWAY_29,2.6
25,8,645,439,711,548,0.7972721457481384,0,678,548,6.022156715393066,3.510868787765503,WALKWAY_25,1.6515151515151516
25,9,577,402,628,529,0.5337755680084229,0,602,529,5.410068511962891,3.910341262817383,WALKWAY_26,2.4901960784313726
25,6,735,379,778,470,0.5414271354675293,0,756,470,4.796787738800049,1.7651418447494507,WALKWAY_29,2.116279069767442
26,1,811,684,960,954,0.9638581871986389,0,885,954,-4.692917823791504,6.654916763305664,WALKWAY_16,1.8120805369127517
26,2,847,527,960,647,0.8688571453094482,0,903,647,-1.5492299795150757,5.201809406280518,WALKWAY_1,1.0619469026548674
26,3,1583,327,1698,523,0.7094405889511108,0,1640,523,-3.0626063346862793,1.393833875656128,WALKWAY_28,1.7043478260869565
26,4,454,472,480,536,0.6560894846916199,0,467,536,7.903054237365723,4.321535587310791,WALKWAY_26,2.4615384615384617
26,7,1412,329,1543,482,0.5458031296730042,0,1477,482,-2.1740472316741943,1.6414446830749512,WALKWAY_27,1.16793893129771
26,5,779,367,814,457,0.5896947383880615,0,796,457,4.555706024169922,1.5936263799667358,WALKWAY_29,2.5714285714285716
26,8,645,439,711,548,0.7986363768577576,0,678,548,6.022156715393066,3.510868787765503,WALKWAY_25,1.6515151515151516
26,6,735,379,777,470,0.5761170983314514,0,756,470,4.796787738800049,1.7651418447494507,WALKWAY_29,2.1666666666666665
27,1,811,684,960,954,0.9641178250312805,0,885,954,-4.692917823791504,6.654916763305664,WALKWAY_16,1.8120805369127517
27,2,847,527,960,647,0.8677758574485779,0,903,647,-1.5492299795150757,5.201809406280518,WALKWAY_1,1.0619469026548674
27,3,1583,327,1698,523,0.7028982043266296,0,1640,523,-3.0626063346862793,1.393833875656128,WALKWAY_28,1.7043478260869565
27,4,454,473,480,536,0.6554059982299805,0,467,536,7.903054237365723,4.321535587310791,WALKWAY_26,2.423076923076923
27,7,1412,329,1543,482,0.5463854074478149,0,1477,482,-2.1740472316741943,1.6414446830749512,WALKWAY_27,1.16793893129771
27,5,779,366,814,457,0.584815502166748,0,796,457,4.555706024169922,1.5936263799667358,WALKWAY_29,2.6
27,8,644,439,711,548,0.7958683371543884,0,677,548,6.046128749847412,3.511713743209839,WALKWAY_25,1.626865671641791
27,6,735,379,777,470,0.5663599967956543,0,756,470,4.796787738800049,1.7651418447494507,WALKWAY_29,2.1666666666666665
27,9,573,402,628,539,0.5054569244384766,0,600,539,4.848805904388428,4.083723545074463,WALKWAY_26,2.4909090909090907
28,1,812,685,960,954,0.9635968804359436,0,886,954,-4.693643093109131,6.650686740875244,WALKWAY_16,1.8175675675675675
28,2,847,527,960,647,0.8676540851593018,0,903,647,-1.5492299795150757,5.201809406280518,WALKWAY_1,1.0619469026548674
28,3,1583,327,1698,523,0.7042667269706726,0,1640,523,-3.0626063346862793,1.393833875656128,WALKWAY_28,1.7043478260869565
28,4,454,473,480,536,0.6262998580932617,0,467,536,7.903054237365723,4.321535587310791,WALKWAY_26,2.423076923076923
28,7,1412,329,1543,482,0.5481461882591248,0,1477,482,-2.1740472316741943,1.6414446830749512,WALKWAY_27,1.16793893129771
28,5,779,365,814,457,0.6460356712341309,0,796,457,4.555706024169922,1.5936263799667358,WALKWAY_29,2.6285714285714286
28,8,644,439,711,548,0.7956293225288391,0,677,548,6.046128749847412,3.511713743209839,WALKWAY_25,1.626865671641791
28,6,735,379,776,470,0.5207687020301819,0,755,470,4.816816329956055,1.7660601139068604,WALKWAY_29,2.2195121951219514
28,9,571,402,626,541,0.5313284397125244,0,598,541,4.771536350250244,4.121415615081787,WALKWAY_26,2.5272727272727273
29,1,812,685,960,954,0.9640594124794006,0,886,954,-4.693643093109131,6.650686740875244,WALKWAY_16,1.8175675675675675
29,2,847,527,960,647,0.8670088648796082,0,903,647,-1.5492299795150757,5.201809406280518,WALKWAY_1,1.0619469026548674
29,3,1583,327,1698,523,0.7025296092033386,0,1640,523,-3.0626063346862793,1.393833875656128,WALKWAY_28,1.7043478260869565
29,4,454,473,480,536,0.6112244129180908,0,467,536,7.903054237365723,4.321535587310791,WALKWAY_26,2.423076923076923
29,7,1412,329,1543,482,0.5426532030105591,0,1477,482,-2.1740472316741943,1.6414446830749512,WALKWAY_27,1.16793893129771
29,5,779,365,814,457,0.664709746837616,0,796,457,4.555706024169922,1.5936263799667358,WALKWAY_29,2.6285714285714286
29,8,643,439,711,548,0.7703026533126831,0,677,548,6.046128749847412,3.511713743209839,WALKWAY_25,1.6029411764705883
